Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,DayOfYear,Year
341,2,-2.607449420594687,41,0.6050406585402868,1952,-13.283577336990152,0.0003378782845278039,0.0036967948861658384,0.0027970669066479104,1,0,1,81,2018
65,11,7.997748889131932,69,2.2991326435070776,379,3.8287581264325685,1.252912808034309,0.017403758149330956,0.006900175830851535,2,0,1,102,2018
60,5,1.1956250764298026,46,1.301039340973005,1562,-6.524409714314261,0.002030093067907246,0.008751439505963993,0.0036199285225570615,0,0,1,92,2018
2030,22,27.18472110940217,65,0.4006077355987425,1496,20.28435997834348,0.1695573699418278,0.01723206129790955,0.0016357455536073345,1,0,1,301,2018
544,13,12.376543799406832,79,1.1019890932190253,520,11.215981012395774,0.08801802994460345,0.019013114558848604,0.0045388196315662155,2,0,1,362,2018
58,3,19.995212640004326,46,1.398948785624357,1996,6.697129885803217,0.03999068338672074,0.4921107912227908,0.0005153071199265197,3,0,1,151,2018
253,18,6.083169029803836,26,1.2973621054900997,1999,-12.040488052259676,1.3874932935997284,0.005908447936715272,0.003291251997293465,0,0,1,274,2017
624,10,28.47761161771212,70,0.20706282225149608,1998,21.806721649069118,0.0014612008427374867,0.00833062447984323,0.0005893864678544053,1,0,1,350,2018
388,9,2.5947834908527323,82,0.4993956146014982,206,2.027183045286288,0.000593511221265941,0.02957697178971229,0.006099661116967692,1,0,1,25,2018
61,5,-6.487772147284355,39,0.9995048500865752,788,-19.82875783692311,0.0009272016140600137,0.004547652278906078,0.0006405454979309666,3,0,1,320,2018
2,12,-10.298652227019835,36,1.3992475619154643,1275,-23.700583016363897,0.48064192934347755,0.01341103922076703,0.0039941698998068875,3,0,1,249,2018
1530,6,32.26615631685124,84,0.6034380349544937,535,24.3861163156418,0.6504879443935778,0.005656215468737097,0.903748802119471,2,1,1,150,2017
161,1,-3.3244268911630623,35,3.8004383240661355,1999,-17.244721641659982,0.0014839982539893715,4.061847676531394e-05,0.00834337490331992,0,0,1,165,2018
424,1,-1.5116361770321518,52,2.299301188927882,1981,-11.107684708848808,0.8990395881932329,0.007316542287663819,0.007243420689972149,3,0,1,291,2017
125,22,22.233861757913644,94,2.4956502852035625,1093,20.28852695413641,0.3874984316186321,0.02202103799531796,0.008217356705927062,3,0,1,298,2018
130,2,17.987930875688804,61,0.6997452341442918,1489,11.398033263678276,0.001338966133129893,0.023709296499677818,0.0039036599756205603,3,0,1,121,2018
760,2,23.434783386346005,51,0.7029849001076494,1998,14.27626941949766,0.002443895709525412,0.032587943732915514,0.0007383561586205567,1,0,1,60,2018
1115,5,-5.056620091468096,43,0.8983149587051129,1902,-19.203829246020486,0.002588123432453293,0.030711080747419017,0.008292577336663498,2,0,1,312,2018
100,7,3.276031653255398,72,0.8065440693085344,1983,1.2984225465888435,0.0009172170399265323,0.022826898582918004,0.008648267222664957,3,0,1,75,2018
1620,4,19.937748278670377,59,2.4955199641010655,1813,12.732480333086217,0.041831675242055555,0.0009838989041157098,0.0016583961687406251,0,0,1,215,2018
407,19,6.068863007885802,49,1.2036713288854346,622,-1.311013255755893,0.0013270362600081853,0.019666403738293925,0.006369104146804236,3,0,1,326,2018
432,21,27.98077565133852,89,2.597807527527933,626,22.057737949931482,0.4480236359349621,0.029724636140668725,0.003961683889907933,1,0,1,241,2018
1318,8,31.065213716166646,43,2.998987768347061,1480,20.0166096173374,3.01021346268762,0.03493977571797076,0.006469511867716438,0,0,1,223,2018
23,17,2.9764354930609898,52,1.0970173312242635,666,-3.9280345093921127,0.017877509761135002,0.00797537879469995,3.795699976443455,3,0,1,260,2018
645,15,33.16815276929339,68,1.9006803960686691,1998,23.568433968096887,2.518643598180253,0.0010369864426851283,0.006262229189604923,1,0,1,141,2018
1202,10,15.971397065954566,97,0.6972634185619995,193,18.356030136843998,0.0009185653312732134,4.973418176044544,0.005129167040409166,3,0,1,102,2018
918,19,10.587566819345238,66,0.6053548512188645,916,4.412631848353632,0.0014227821455964351,0.004020825607470441,0.0010709542347456108,3,0,1,215,2018
1119,16,20.40632091806548,56,1.4995323827689695,1950,10.822813218821146,1.4495227740000718,0.007101250242029317,0.0059002113749559715,2,0,1,216,2018
519,21,27.393193625020942,72,0.999657745834182,1903,21.599641392417603,0.14061737879455827,0.011682161687866427,0.00533372454813863,1,0,1,351,2018
1014,10,23.16800444704437,40,1.5016296421429396,1914,10.502551727393765,2.280739721607409,0.02012332447004092,0.0014219760745426135,1,0,1,228,2018
132,8,-7.052923071756714,51,1.6049842884788454,1987,-16.853948231094336,0.00018736416640829923,0.015754082931057234,0.008578311098056887,0,0,1,262,2018
259,9,-2.6001471947121324,36,1.800565590464112,1998,-16.995983883202282,0.0022903307712680565,0.01218532566786612,0.00037993067475028397,3,0,0,263,2018
715,5,0.8629403114828982,41,3.2985515195992994,1918,-11.38327521172147,0.0016787602512352562,0.0010361643767116124,0.008477284194837828,3,0,1,340,2018
2351,15,34.28688733562256,76,2.499021605609721,800,24.230685599239347,0.3127405494966409,0.07772897755998955,0.0012865777183755644,1,1,1,277,2018
362,3,-0.23093320731090294,33,0.9013006494176442,1998,-14.919316739264215,0.0004442401053658118,0.014686176903536519,0.006818543221622189,3,0,1,241,2018
1533,14,14.374430511135207,40,1.2008821307132647,1998,1.7007533800120331,0.8015863390340228,0.025174967834564008,0.006749202208050545,3,0,1,123,2018
764,15,26.59666938979344,74,1.8010150969929524,1266,21.286396164909398,0.002926922320747538,0.012968893128801978,0.002343450793611035,2,0,1,343,2018
381,11,6.429649258223572,57,0.49909597413606144,1930,-0.49443850827068303,0.0019156993797081467,0.015730696496982666,0.0033632536636010457,1,0,1,47,2018
1838,18,24.62314345239414,72,0.003765665493249193,934,19.197349175516177,0.9810407120787812,0.012273539274450601,0.004998955553029261,0,0,1,51,2018
1567,8,14.294632209156582,55,3.9973087587863967,893,4.282917326101085,1.6100529081957333,0.022863833564411545,0.0058861286627849285,1,0,1,134,2018
37,5,-4.599765560166942,33,2.204200737153251,1890,-19.80072034749335,2.029341697426502,0.0072077924910035895,0.0014046785257077615,2,1,1,156,2018
346,1,3.2211617570403757,38,1.6028817093917025,1999,-7.97964829055319,0.0009624407344364094,0.011499894607894467,0.006794092240576255,3,0,1,124,2018
2241,19,27.09975713769707,40,3.602759395157492,1869,11.669328513685425,1.7395386890624427,0.019662656150360586,0.004448306538139449,3,0,1,138,2017
594,0,14.790209170294624,43,1.2028754563496047,1998,2.4953822605970166,0.009187836294710539,0.01685893920494999,1.803288769708023,2,0,1,215,2018
1067,1,10.426448186543293,40,2.0009340635561763,1999,0.8028074999536989,0.0012167566562018006,0.01049939446421655,0.008723164605004177,2,0,1,200,2018
3418,17,36.00959306327575,62,0.8987297921604148,1999,24.248946503097244,2.1200529011482425,0.00045138556358145787,0.001232209030674336,0,0,1,215,2018
201,6,3.5291023596253677,66,1.002529375890654,813,0.7121561996322696,0.4209625902784693,0.0049989206837784406,0.003103337979432297,0,0,1,213,2018
33,0,15.997056140890704,77,1.5000290176929085,231,10.389685858024137,1.4795863159240161,0.011431699848408694,0.006073024395591445,3,0,1,99,2018
117,16,-6.660281627061147,43,1.6972430663651608,1199,-20.298404320321414,2.1709702124537276,21.519643408477602,0.0054664190731224666,3,0,1,140,2018
1502,9,18.20316904317455,11,1.4047347237224648,1874,-10.200666339653694,3.230234024977925,0.014556819680383581,0.007593263471973838,1,0,1,207,2018
352,12,7.6275328133959155,71,1.0062156020931574,1065,5.218234599798452,0.0015416491935860144,0.030331943949296697,0.003505698252174602,3,0,1,248,2018
328,10,10.04626324621974,69,0.49727845766042544,1942,8.702771324131373,0.0001244928532327938,0.005110447057582762,0.0007329986756224316,1,0,1,33,2018
1785,12,18.07159245879496,45,0.8063087122487675,437,6.832176584927277,0.002876141141925026,0.011806483126439893,0.004784690765209168,2,0,1,206,2018
48,21,27.011155582555503,97,0.6009383019929433,369,23.311494480709047,0.0008686180058466997,0.02855631790102664,0.005621966019724589,0,0,1,130,2018
278,23,7.497601552922341,30,3.403499249010838,1400,-10.514135310616178,1.5723220817483503,0.0007587104164626657,0.00800886658876504,2,0,1,128,2018
92,23,14.083981724234503,86,0.6063829324114627,1799,10.822048873946699,0.003224717230270291,0.5153732464325491,0.00801044330797443,2,0,1,132,2018
699,15,-5.582880286550404,42,1.6049134569933303,1491,-17.79831998325137,0.002711305597649094,0.01835479774458665,0.0017235366590196005,3,0,1,74,2018
168,16,5.534412577731517,79,0.30274587681649034,1999,4.306592590015426,0.0010500319177439987,0.013641498415346981,0.008497928017830322,0,0,1,195,2018
526,1,6.592077704511542,55,0.5001291594086232,1999,-1.3256782937947262,0.16912898415902072,0.013940412647445138,0.004774849319224089,0,0,1,47,2018
1389,13,33.6910412219677,59,0.8036812080280318,1993,23.01867368152026,0.16041978778041277,0.013624636689968384,0.0023769583075497203,1,0,1,306,2018
1159,21,-3.443537406449595,30,2.896972156545642,1991,-19.728810959931668,0.19716428228625488,0.017550593345604715,0.008322521891147017,0,0,1,258,2018
1209,9,1.6467418819952204,51,3.7995156148444105,988,-9.14211420854189,0.038837823932931115,0.03458521291158041,0.008346840322037141,0,0,1,63,2018
266,21,22.299470136026002,84,2.69901588817872,979,17.939078185654807,0.0029374315218471114,0.003300401778411788,0.004903887111750799,3,0,1,52,2018
37,12,-1.7124450896199441,37,3.705158196940096,1971,-16.111206235009647,0.06045355993698165,4.970024043409245,0.00846453942910172,1,0,1,238,2018
407,9,-4.22237095207686,28,1.0988072857538478,1999,-19.58306353391497,0.0017894608924380329,0.0015076435455566861,0.001534378358127364,3,0,1,47,2018
93,18,11.29795333264438,72,0.7003318953959028,1597,6.729799732372541,0.003311278055206479,0.03403465432964292,0.001386221142385402,2,0,1,16,2018
409,12,22.771187293593872,84,1.7984347276092825,1327,20.176825285207936,0.0019061512021018023,0.016300902948878176,0.001637330776273399,1,0,1,70,2017
1188,9,9.785995239395028,38,2.694188879231894,1998,-3.1151459150433,0.003298482835063621,0.018978804340028882,0.0019596025198294204,1,0,1,21,2018
1051,13,19.42168273889883,47,1.4045462048443094,1999,6.200752549735816,0.5603590513187009,0.01752970329453557,0.0040390438340670715,2,0,1,33,2018
1347,9,6.881630840739041,51,0.8976881877736034,1893,0.010355063231240358,0.002315155306948591,0.00536094527117234,0.008491801882477695,3,0,1,48,2018
133,20,8.312527071192239,73,2.694338790035986,517,4.577677796296581,1.4895618400286166,0.29738313099851443,0.004600748198805349,0,0,1,273,2017
469,21,32.391446493153495,88,1.0012003767674604,1431,24.11410472976318,0.002463932633336774,0.009442875270272572,0.006023610855800082,1,0,1,133,2018
545,18,-8.09247772110412,56,2.201311366823788,678,-18.50183300232381,0.8886997531399479,0.020057590881444542,0.7936923194108538,2,0,1,178,2018
675,22,24.926686966237178,94,2.295224437189635,1967,21.91769613502586,0.0005434547889726637,6.495800573830524,0.0010416134359049062,0,0,1,178,2017
797,21,19.136175383683153,42,1.7992458556071649,1999,7.162690741147985,1.9081869398885207,0.0010130699788323538,0.0022741943200735026,2,0,1,78,2018
962,18,19.595517728719035,67,0.8054605932949906,1882,14.779912065282556,0.0015717055173321004,0.00608205726795033,0.00022510423543670166,2,0,1,71,2018
679,5,6.875462439830393,36,1.6030010879558616,1608,-5.190818019284011,0.07970223228207707,0.007657036907616599,0.005025580352932074,2,0,1,11,2018
2797,12,21.301693821713027,35,1.005502943793617,1975,4.500749195203674,2.2795755748643023,0.01158544805674347,0.004841179765381343,0,0,1,204,2018
628,0,20.778195816181004,54,0.8059717154600657,1963,12.60513572574166,0.0021951387772066733,0.013569372565788107,0.003533117500369276,0,0,1,6,2018
2020,8,26.281204121524773,63,3.0971958238226254,1998,19.03147875272088,0.0018183722795585,0.00459116096806203,0.008149439631005784,0,0,1,24,2018
2,8,-3.613129209583276,82,0.8968767048975931,1713,-3.8022458355832667,0.42239648202670754,0.018266719860496133,0.007338114327954684,2,0,1,217,2017
97,7,-1.9012841294477916,50,0.40089329398241014,1534,-12.492844360237498,0.02883673564866751,0.020489723585689956,0.007940739128332666,3,0,1,125,2017
181,3,-2.201820934540864,75,1.700086182125408,1035,-3.8194109867833363,0.14846735750328877,0.022128438524163435,0.006999194025330391,1,0,1,235,2018
789,1,24.902398734171026,76,1.401017162353519,1001,20.114446064759985,0.003374220306052056,0.012556001503783526,0.007319080383411586,3,0,1,214,2018
1,3,0.6136737268829506,94,1.4996933487142772,1952,2.699108655825599,0.00028194552449412047,0.003332371919049393,0.005117607531676907,2,0,1,49,2018
476,2,18.792483759257216,41,1.9981278070998896,1620,4.98663454320123,0.3302111222738541,0.03029030616669154,0.0004439118214979859,0,0,1,357,2018
349,1,31.08111630737308,69,1.6024916434701864,883,22.706662395794492,0.002913845192703768,0.01739297715346297,0.004175531898506085,1,0,1,10,2018
93,22,-7.302636984233951,55,1.603455197576647,485,-16.400807995526296,0.0014909259282126497,0.018583341003447523,0.008124517708238438,1,0,1,238,2018
215,19,20.793140735697534,72,1.2981558488174485,1254,15.881155007225914,1.1384212574626216,0.012885565946786803,0.003465781977957494,2,0,1,125,2018
91,3,-6.923024585710431,82,0.8962447306720177,1986,-14.638132901567396,0.0029281221738807206,0.018728408535562235,3.4940001153677946,1,0,1,252,2018
136,2,14.611968005268224,41,1.8959112384335548,1874,2.478459770521435,0.5417687965232358,0.009329783725319896,0.0054132843753594145,1,0,1,41,2018
691,21,17.316257490055044,59,2.2944509784416804,1358,8.60635213679448,0.9416119409087664,0.011923493598706064,0.0016894692896237268,3,0,1,179,2018
220,16,13.571214325172184,74,0.8012937071794691,1348,10.162513523985242,0.0029587021620712806,0.17572730275669632,0.0016638334149059603,0,0,1,313,2018
2469,13,37.449503594753644,64,1.6947470149103125,1270,24.997513590588483,0.0009452125659075161,0.010853408810851783,0.0004913627590030084,2,0,1,195,2018
278,3,7.118900315073189,52,1.1988055479009923,1890,0.41430490835844225,0.2787501021727063,0.013869202250221646,0.007523604140174486,1,0,1,215,2018
176,2,23.301948660191027,84,1.098283980674176,220,19.702343830496822,0.0027169953901111654,0.006484399525578027,0.006701067543647285,2,0,1,53,2018
103,14,-3.2064383975214543,28,3.198013708812928,1721,-19.79268496583358,0.5286439558821586,0.0023510527602729203,0.005747575203652766,3,0,1,103,2018
766,17,20.503315040412474,76,2.0050051561110274,979,15.178343683799435,0.1992070244118857,0.0057601210010494175,0.008630876722788963,3,1,1,216,2018
1885,14,30.5279077403354,74,0.605826658029234,1786,22.609984443082446,0.0005414071248224239,0.407515801841023,0.004323561762527572,0,0,1,195,2018
654,4,24.317148700300542,56,0.8978424432193359,1999,16.098670171045047,0.0005221736545570899,0.002765408935861441,0.0006785230001939285,2,0,1,162,2017
1729,5,32.30257011550357,66,1.2041804814323047,1956,23.458935266939292,0.3495240077063654,0.014864677496748552,0.002375799843923221,2,0,1,92,2018
2,9,19.16442726751722,64,0.6047616296048672,1028,13.106549603137315,0.0007701987003227995,0.027509127801075645,0.0030530814277924118,0,0,1,133,2018
1099,20,8.064921314444378,55,1.200327362087622,1909,1.4205627365109597,0.0006237075656960744,0.025036473524302494,0.001326177227277306,3,0,1,132,2017
848,17,17.98890916070652,80,2.403294608388729,402,12.750701378417896,0.0034185946540942203,0.002207722267062756,0.0014470699122518943,2,0,1,277,2018
274,14,1.0175863534499996,69,0.8045242473576851,1596,-2.181072442064485,0.00036481224923090583,0.001247125874266758,0.0046571269779984575,1,0,1,246,2018
1042,21,6.336298455762302,95,0.5020694935595054,269,9.418780956422307,0.0004202615480877192,0.03246285592233948,0.007583776697598979,3,0,1,309,2018
24,13,8.106819768830903,70,2.4025362541797137,880,4.590852950315368,2.513087649632742,0.0023263663187725325,0.00454954497857106,2,0,1,93,2018
102,11,-0.07294559909012577,84,0.5028371664934081,1998,-2.458976378853678,0.0006345744315595647,3.994206163532399,0.006995730633933897,3,0,1,211,2018
930,22,15.7167309672837,62,3.2974656420273996,1071,8.224504264950884,0.0023729313963714027,0.013194653411608998,0.0023602351241058667,1,0,1,245,2018
724,16,31.45186895022571,56,2.4003980662616087,1925,21.525166948355047,2.6691716752348924,0.006304607303951909,0.002152777915346224,3,0,1,198,2018
558,18,10.462165652674804,21,3.4940456384602756,1999,-6.194284351890964,2.4572022689591284,0.02139241965093988,0.0033619205141310338,1,0,1,264,2018
1075,23,36.81911319113202,79,3.296171343076013,1555,25.071771894678314,3.289923054921901,0.012692331232035725,0.007389129471405673,2,0,1,84,2018
771,16,12.76006860691466,87,0.6059831132201536,1184,14.096362525798233,0.00044039004987317387,0.026350550428598477,0.0005000455951474914,1,0,1,285,2017
637,20,9.414441631429145,70,0.8031914819103323,460,4.08709651715269,0.0008931078856089236,0.03357806311828859,0.007532504662590853,1,0,1,268,2018
2556,21,16.335797143196295,43,1.2968853167514012,1999,3.7930887508096944,0.0022676195440274327,0.009374430598472872,0.002405120661504015,3,0,1,273,2018
242,3,15.902273017540558,84,3.4963804332352404,525,12.347391727119064,0.0008045756383231462,0.033419747980634906,0.005060050012431469,0,0,1,142,2018
267,3,5.516750950379655,43,3.8009944608611033,1463,-5.508682145057895,0.003138591021096482,0.0019559060750226342,0.002748244436725472,0,0,1,316,2018
95,12,-7.998458513480239,23,1.402869104956472,1896,-23.025498494619782,0.028322783473370916,0.008794102015660693,0.0034715028929232228,2,0,1,184,2017
127,8,15.66639616188538,65,0.49671190244378827,1949,6.463426109567248,0.0011625002447670507,0.029595161555474703,0.0051899685496731435,0,0,0,270,2018
332,5,10.2221170509251,51,2.8013835703163794,1900,1.217304581915747,2.072071320584416,0.9887500034233306,0.0025518397986193375,2,0,1,157,2017
1757,8,29.596808112794164,58,3.703125207696809,1999,21.769541056411445,0.0014520712911211264,0.0022194460910832103,0.00013016427429873856,2,0,1,130,2018
41,4,-6.769907951918265,74,3.2963455076967403,353,-13.272014068838821,0.06256220101182208,0.031476146736288124,0.008454253606459114,3,0,1,9,2018
164,10,14.228386385355925,57,1.599091631159657,1896,4.130404471418487,0.0034035955004817486,0.026733917026002987,0.00869397149655865,1,0,1,267,2018
132,2,18.920176476063443,36,2.496026395726604,1995,2.893826087428807,0.39959224843252517,0.020494057493135903,0.00367098451111067,3,0,0,261,2018
224,16,2.427834616612955,58,1.7990240862155058,970,-3.0222701336668756,0.003461488000057744,0.01241577842653721,0.0009475425450769792,3,0,1,18,2018
122,23,-15.32109829168766,33,2.1006016683960045,1611,-28.061841291059388,0.003008432865109767,0.02837654464525448,0.0014506896039637035,1,0,1,254,2018
224,9,9.023268347716455,45,1.0999334610736589,830,1.1948475630748936,0.24224550911900955,0.0224586584905338,0.006150382193490372,0,0,1,240,2017
1935,11,31.8720011261953,82,2.3007134916519014,859,23.49318407035537,0.42228089765079013,0.030410093515503847,0.008338311916330082,2,0,1,334,2018
1931,2,35.79874710755914,61,0.6969610513276732,1742,24.683708988762817,1.7695504769092083,0.034974684105018,0.004024182219100739,1,0,1,237,2018
49,13,5.6709626304978284,86,0.7003796940572218,1094,7.539403412306344,0.0007835380411550519,0.0065590221039679986,0.008161862690715727,0,0,1,72,2018
851,1,2.689648612108206,47,1.0992224795264662,1999,-5.754297798239644,0.00023535930001739036,0.029999215956041353,0.006002160811592008,2,0,1,101,2018
1942,4,28.69804978136493,49,0.898209421274315,1998,19.290540010301953,0.02108646284370419,0.011480167504124339,0.0050135806621165735,0,0,1,235,2017
278,13,3.274320403611407,41,1.0998415343450723,831,-9.30552531091752,0.0031803069013041085,0.014447103844276221,0.0027637178012418634,3,0,0,132,2018
184,6,6.317025394369678,43,0.3004134051656424,1999,-7.632173426858415,0.06165379538779259,0.027879527144990812,0.003400093128456072,2,0,1,76,2018
130,3,9.496347429843539,89,1.4973105056428928,410,9.317460040337924,0.0031640874211706915,0.030271939936321504,0.00673605031244387,2,0,1,254,2018
249,11,30.798860246554355,73,2.300075698617522,1326,22.766396882806685,0.6199543729491248,0.405624437154556,0.005879443434182008,0,0,1,202,2018
113,1,11.933671253354266,57,0.899475084824029,381,3.387647255498438,0.8292858667312479,0.0317002513702597,0.001911568863791055,0,0,0,284,2018
168,9,-0.625896982248694,55,1.4948928414887486,1311,-12.691140993801902,0.0028265333584208685,0.021122281090083322,0.005179352744346943,2,0,1,161,2018
1021,12,24.39633673691388,66,1.8008461832351719,560,15.364563805497038,0.07778995861204463,0.025528485191162548,0.004540330146427032,2,0,1,45,2018
478,7,22.35160953178373,61,1.0966690547751206,1998,13.44011659000714,0.5187237286890514,0.028666515698608216,0.002130584820281639,0,0,1,191,2018
892,14,21.199359939554597,76,4.002003194351062,1988,15.293213443929124,0.22100208949848177,0.0009398228872471714,0.006265606110338481,3,0,1,281,2018
1449,2,23.610647847276944,34,3.4024169164340003,1960,10.121183259466088,0.25852261059007625,0.020254499500364953,0.0009803122240514828,3,0,1,166,2018
2325,12,13.60005278099783,22,3.1972184769773855,1183,-7.960214468455074,3.3601496784906217,0.0018109961029758037,0.00708911781547808,3,0,1,266,2018
2007,12,17.998710729893446,28,1.7019078936451495,1999,-0.9588993354818047,2.04020842040011,0.0037008161153369024,0.006313897829422335,3,0,1,319,2018
553,6,23.13763190110606,94,1.2958886720545773,1138,21.63692230486292,0.0017762882730548712,0.5031867891967156,0.00621681907195476,3,0,1,167,2018
12,9,-1.4058382450322586,66,1.1012827484050203,704,-4.530929912420216,1.099942785024188,0.027904852269707542,0.0009462409687237688,2,0,1,119,2018
1123,20,19.51165959289485,60,2.0040005418859805,973,10.59183847448141,1.0523365487625755,0.03454368747681681,0.007373190077592115,0,0,1,14,2018
128,20,8.014284000184333,29,3.0955680359192,1999,-7.966541514035905,0.7593297735798383,0.008298783253093495,0.0015993848775628788,1,0,1,312,2018
788,15,7.811873825331143,42,0.800363021873091,1643,-1.9222936847138445,0.0003458911967607614,0.014127832906980331,0.006957821495306674,2,0,1,324,2018
25,10,-8.301912647523666,46,5.301955336682237,1836,-20.202945555026012,0.002799371308397358,0.019888963614206057,1.0017896708222247,3,0,1,314,2018
