MajorAxisLength,MinorAxisLength,Area,Perimeter,AspectRatio,Eccentricity,EquivDiameter,Roundness,Compactness
212.8873637,191.4872537,31992,640.338,1.111757361,0.436968432,201.8253689,0.980466376,0.948038274
212.1713961,192.4225318,31994,654.535,1.102632806,0.421302377,201.8316774,0.938453277,0.951267141
212.9299893,191.8101346,32015,653.676,1.110108127,0.43420694,201.897905,0.941538949,0.948189147
230.9790674,176.9318083,32026,654.237,1.305469433,0.642831065,201.9325869,0.940247873,0.874246265
224.4823211,181.9408668,32038,645.085,1.233820224,0.5857513,201.970415,0.967478615,0.899716352
216.1471468,188.9705403,32044,652.651,1.143813985,0.48544352,201.9893264,0.945354229,0.934499156
215.9182853,189.3033869,32057,642.082,1.140593884,0.48097147,202.030295,0.977128658,0.935679416
236.436655,173.2308993,32066,669.313,1.364864213,0.680580172,202.058653,0.899489569,0.854599524
224.4723523,182.3644962,32109,663.582,1.230899418,0.583080944,202.1940863,0.9163206,0.90075274
222.6575074,183.8290361,32114,648.566,1.211220556,0.564236127,202.2098285,0.9593916,0.908165329
217.960517,188.2047159,32167,654.893,1.158103377,0.504381753,202.3766203,0.942496457,0.928501286
221.4811143,185.2954324,32213,658.216,1.195286422,0.547784367,202.5212716,0.934338332,0.914395217
222.7560714,184.4046839,32218,653.595,1.207974042,0.560975566,202.5369884,0.947743902,0.90923218
221.2336837,185.5923729,32233,665.493,1.192040817,0.54428951,202.5841313,0.91458402,0.915702021
220.9809628,186.0277835,32251,644.051,1.187892253,0.539747143,202.6406883,0.977040422,0.917005183
220.8040301,186.2777558,32258,654.808,1.185348348,0.536918908,202.6626784,0.945408164,0.917839581
222.6986563,184.5129929,32262,652.419,1.206953791,0.559941518,202.6752432,0.952462642,0.910087409
218.1816038,188.5531418,32279,646.556,1.15713587,0.503143726,202.7286345,0.970325944,0.929173821
217.3714574,189.591319,32323,649.59,1.146526426,0.489149967,202.8667587,0.962593368,0.933272294
221.4113413,186.136273,32338,653.602,1.189512059,0.541530905,202.9138251,0.951253518,0.916456329
221.279621,186.3604099,32355,657.166,1.18737462,0.539174328,202.9671537,0.941458316,0.917242866
221.6580649,186.1762293,32368,675.385,1.190581987,0.542701939,203.0079249,0.891708502,0.915860765
219.1300137,188.3004274,32376,643.009,1.163725525,0.511456521,203.0330109,0.984008731,0.926541314
219.8366971,188.0092368,32433,653.76,1.169286684,0.518261408,203.2116585,0.953586944,0.924375508
225.2024494,183.6920946,32465,653.85,1.225977906,0.578509868,203.3118831,0.954265043,0.902796056
221.4454899,187.1344232,32514,649.012,1.183349841,0.534673644,203.4652564,0.970006874,0.918805149
221.2627854,187.2561106,32518,651.651,1.181605154,0.532696427,203.4777716,0.962284651,0.919620402
220.8211992,187.6655865,32518,655.131,1.176673909,0.527019605,203.4777716,0.952088655,0.921459408
225.0778556,184.2147342,32525,663.914,1.221823306,0.574579254,203.4996712,0.927264249,0.904130132
227.037574,182.8423057,32578,657.571,1.241712486,0.592813998,203.6654067,0.946779791,0.89705595
224.4241779,184.9234713,32581,649.583,1.213605695,0.566603091,203.6747839,0.970297635,0.907543857
218.1467463,191.002277,32615,664.789,1.142115946,0.483095172,203.7810289,0.927383997,0.934146543
235.2708698,177.1581895,32622,657.009,1.328027061,0.658024288,203.802896,0.949681133,0.866247896
225.0141906,185.1437243,32698,653.049,1.215348733,0.568317852,204.0401594,0.963472928,0.906787962
223.8758675,186.1499298,32705,654.454,1.20266426,0.555543833,204.0619987,0.959545923,0.911496183
215.4163208,193.4864621,32713,660.043,1.113340533,0.43959156,204.0869551,0.943595321,0.947407115
214.2657207,194.793825,32729,656.679,1.099961565,0.416528466,204.1368587,0.953753937,0.952727566
222.8700513,187.4792477,32774,660.614,1.188771846,0.540717403,204.2771471,0.943721321,0.916575134
220.0250995,189.8094038,32775,649.807,1.159189666,0.505764488,204.2802636,0.975402341,0.928440728
225.2102521,185.6002312,32795,651.03,1.213415795,0.566415511,204.3425821,0.972334053,0.907341385
223.1453687,187.4192621,32796,654.824,1.190621317,0.542744878,204.3456976,0.961128742,0.915751462
219.9055494,190.1123396,32799,653.729,1.156713709,0.502601593,204.3550436,0.964439446,0.929285523
221.5995,189.0026275,32829,658.101,1.172467827,0.522071263,204.4484801,0.952538233,0.922603526
218.4060038,191.7587728,32836,669.19,1.138962252,0.478674896,204.4702758,0.92142762,0.936193476
230.7223076,181.7436855,32849,664.105,1.269492841,0.616038378,204.5107474,0.935962647,0.886393473
220.3581629,190.0206598,32870,655.512,1.159653709,0.506352834,204.5761077,0.961276389,0.928379984
227.0674037,184.5596932,32885,659.728,1.230319577,0.582547095,204.6227808,0.949462632,0.90115436
219.0931338,191.4622125,32920,671.612,1.144315272,0.486132629,204.7316434,0.917134004,0.934450294
225.1281702,186.4615283,32925,656.646,1.207370616,0.560364527,204.7471905,0.959562001,0.909469438
221.4087308,189.6018111,32934,668.197,1.167756413,0.516407505,204.7751722,0.926926508,0.924873972
209.6932927,200.2495993,32947,668.231,1.047159612,0.296720861,204.8155836,0.927198033,0.97673884
226.6490462,185.5215755,32951,688.26,1.221685649,0.574447868,204.8280162,0.874124721,0.903723266
224.7517099,187.1772945,32988,676.797,1.20074238,0.553546741,204.9429826,0.905000877,0.911863953
223.5277491,188.2429412,33006,669.769,1.187442927,0.539249994,204.9988888,0.924597414,0.917107114
224.9712592,186.8900915,33010,665.85,1.203762369,0.556677424,205.0113104,0.935626643,0.911277783
223.7818539,188.0291423,33013,652.684,1.190144523,0.542223823,205.020626,0.973842946,0.916162872
224.4502114,187.5026272,33019,655.703,1.197051022,0.549663318,205.0392561,0.965071386,0.913517768
218.9513714,192.4739417,33051,663.071,1.137563711,0.476689675,205.1385878,0.94465755,0.936913921
224.4458788,187.8781612,33058,655.511,1.194635275,0.547087283,205.1603102,0.96677736,0.914074748
222.0391436,189.7813412,33062,667.966,1.169973519,0.51908899,205.1727219,0.931172778,0.924038522
235.5600775,178.9312328,33078,659.456,1.316483846,0.650391531,205.2223615,0.955822961,0.871210282
221.3869025,190.3548121,33078,652.214,1.163022358,0.510582618,205.2223615,0.977167183,0.926985107
217.3358221,194.2070489,33089,663.915,1.119093377,0.448903019,205.2564817,0.94334064,0.944420849
228.406675,184.6885548,33090,653.809,1.236712666,0.588365282,205.2595833,0.972758069,0.898658427
222.5263095,189.7373793,33143,648.385,1.172812181,0.522480157,205.4238989,0.9906854,0.923144321
222.4440287,189.98042,33159,653.801,1.170878708,0.520175444,205.4734778,0.974810341,0.923708669
234.315548,180.5827539,33168,680.621,1.297552191,0.637220052,205.5013606,0.899742964,0.877028274
222.253649,190.3614532,33171,654.338,1.167534946,0.516138043,205.5106541,0.973563187,0.924667176
232.3085443,182.0856017,33194,664.658,1.275820505,0.621001572,205.5818899,0.944219534,0.88495191
210.8580025,200.9273673,33236,660.788,1.049424005,0.303273094,205.711909,0.956520582,0.975594507
230.9698347,183.4292487,33248,660.068,1.259176693,0.607696024,205.7490422,0.958954568,0.890804821
217.452163,194.9834825,33251,658.962,1.115233763,0.442693503,205.7583245,0.962263101,0.946223398
234.7881384,180.705496,33276,704.493,1.299286096,0.6384619,205.8356604,0.842534348,0.876686794
229.2180829,185.2793615,33316,670.587,1.237148493,0.588756561,205.9593374,0.931005952,0.898530058
225.0172378,188.8365103,33319,668.601,1.191598158,0.543808892,205.9686102,0.936629385,0.915345918
223.8254842,189.7357064,33325,674.433,1.179669807,0.530484185,205.9871545,0.920666621,0.920302508
224.3601667,189.4313875,33330,653.776,1.184387496,0.535842011,206.0026068,0.979912348,0.918178168
220.5312914,192.7167056,33333,679.262,1.144328878,0.486151306,206.0118777,0.907840655,0.934161662
232.2637945,182.9185092,33338,659.103,1.269766497,0.616255393,206.0273281,0.964368085,0.887040223
225.3180561,188.668526,33344,661.508,1.194253546,0.54667768,206.0458672,0.957540959,0.914466735
222.8701044,190.920249,33382,659.434,1.167346605,0.515908654,206.1632423,0.964671718,0.925037671
221.5599425,192.0898879,33399,664.701,1.153418042,0.498328415,206.2157306,0.949927944,0.930744648
219.5440823,194.0253903,33421,654.804,1.131522436,0.46793088,206.2836368,0.979504999,0.939600078
224.1680528,189.9810797,33423,659.036,1.179949356,0.530804973,206.289809,0.967023472,0.920246246
228.223182,186.6258656,33427,665.61,1.222891486,0.575596241,206.3021528,0.948129347,0.903949156
229.4460905,185.6980934,33429,658.605,1.235586679,0.587351259,206.3083245,0.968463377,0.899158159
219.9074077,193.6804685,33431,666.841,1.135413444,0.473606709,206.3144959,0.94474509,0.938188022
225.0025125,189.5660154,33433,657.349,1.186934863,0.538686621,206.3206672,0.972284135,0.916970503
224.2339338,190.2565986,33446,656.077,1.178586895,0.529237524,206.3607759,0.97643744,0.920292359
226.1186154,188.7406408,33447,664.412,1.198038824,0.550708725,206.3638608,0.952120901,0.912635435
219.1299474,194.5431002,33459,655.414,1.12638252,0.460233577,206.4008768,0.978794213,0.941910858
224.4599389,189.9543464,33468,659.987,1.181652029,0.53274976,206.4286344,0.965536869,0.91966805
227.9380769,187.3160543,33498,657.523,1.21686354,0.569797937,206.5211327,0.973658914,0.906040516
218.8447518,195.1928536,33534,657.067,1.121171948,0.452185632,206.6320761,0.976058644,0.944194798
227.5186814,187.9440519,33538,658.284,1.210566012,0.563582376,206.6443995,0.972569007,0.908252449
223.6835362,191.2006021,33539,662.418,1.169889288,0.518987648,206.6474802,0.96049636,0.923838579
213.7540709,199.9257014,33547,653.512,1.069167543,0.353836994,206.6721244,0.987089244,0.966868717
227.9361768,187.8565921,33560,669.259,1.213352027,0.566352488,206.7121649,0.941549974,0.906886164
224.5887253,190.4630178,33576,666.339,1.179172355,0.529912303,206.7614349,0.950272923,0.920622505
221.7110512,192.9504091,33583,657.754,1.149057171,0.492559596,206.7829868,0.975444036,0.93266883
223.7351826,191.3544824,33584,658.848,1.169218404,0.518178984,206.7860655,0.972236276,0.924244739
214.7652972,199.5241432,33607,690.171,1.076387518,0.369995763,206.8568621,0.886596875,0.963176382
222.7760833,192.2260318,33620,670.224,1.158927754,0.505431801,206.8968668,0.940519106,0.928721179
217.371862,197.0837827,33623,659.408,1.102941394,0.421848171,206.9060976,0.97171275,0.951853178
224.8894003,190.753366,33631,669.076,1.178953771,0.52966059,206.9307109,0.94405814,0.92014435
224.6629064,190.8531005,33639,663.03,1.177150939,0.52757456,206.9553214,0.961582569,0.921181537
231.6225255,185.6531262,33717,664.363,1.247609077,0.597950376,207.1951199,0.959948457,0.894537867
231.1720126,186.1264562,33731,671.696,1.242015871,0.593081148,207.2381313,0.939493017,0.896467219
221.390268,194.1359516,33736,655.729,1.140387786,0.480682529,207.2534904,0.985949497,0.936145442
218.999894,196.5777218,33794,665.826,1.114062631,0.440779117,207.4315723,0.957917183,0.947176588
230.2474971,187.1642998,33809,669.341,1.230189184,0.582426873,207.4776031,0.948303455,0.901106877
220.7538648,195.2815454,33824,656.339,1.130438948,0.466327555,207.5236236,0.986684731,0.940067907
222.9735137,193.4836383,33838,661.029,1.152415344,0.497013692,207.5665669,0.973135967,0.930902346
226.3816048,190.5214245,33845,670.945,1.188221248,0.540110507,207.5880353,0.944779673,0.916982789
221.610481,194.6713489,33849,669.571,1.138382624,0.477854006,207.6003019,0.948773259,0.93678016
234.3350014,184.1392916,33858,664.46,1.27259641,0.618486935,207.6278992,0.963681409,0.886030247
225.5350154,191.5211613,33860,683.315,1.177598412,0.528093987,207.6340314,0.911286442,0.920628804
221.2164258,195.0635178,33864,662.898,1.134073805,0.471666862,207.6462953,0.968399824,0.938656768
230.9311586,186.8608751,33866,668.421,1.23584543,0.587584681,207.652427,0.952518888,0.899196229
228.1491732,189.1647868,33876,666.966,1.20608691,0.559059342,207.6830826,0.95696179,0.910295136
224.1509688,192.8605622,33930,666.214,1.162243676,0.50961126,207.8485452,0.960652272,0.927270341
231.5425397,187.0289921,33946,667.313,1.238003462,0.589522187,207.8975459,0.957942188,0.897880563
234.754845,184.2937385,33946,668.564,1.273808035,0.619435383,207.8975459,0.954360587,0.885594271
238.1924989,181.6542972,33961,690.353,1.311240651,0.646827292,207.9434735,0.895463526,0.87300597
233.113834,185.7332978,33961,667.497,1.255099849,0.604309903,207.9434735,0.957837195,0.892025454
222.3618326,194.7690372,33969,666.389,1.141669311,0.482473841,207.9679641,0.961251403,0.935268259
232.9882693,185.9156247,33972,672.812,1.25319359,0.602708675,207.9771473,0.943069114,0.892650724
219.7505747,197.0923214,33993,669.092,1.114962639,0.442251584,208.0414186,0.954174231,0.946716153
223.0963581,194.3808765,33996,663.743,1.147727915,0.490774479,208.0505986,0.969700851,0.932559367
229.0597505,189.1650397,34004,659.963,1.210898964,0.563915151,208.0750765,0.981071581,0.908387772
231.6577053,187.4123657,34027,670.16,1.236085487,0.587801025,208.1454347,0.952086748,0.898504258
226.9280102,191.1104706,34036,666.067,1.187417987,0.539222369,208.1729597,0.964078826,0.917352422
227.6209458,190.6640036,34051,677.272,1.193832824,0.546225424,208.2188266,0.932853601,0.914761275
232.4361441,186.7914403,34053,671.582,1.24436186,0.595136326,208.2249414,0.948783552,0.895837186
220.4383774,196.882203,34060,662.146,1.119646032,0.449779934,208.2463418,0.976218398,0.944691865
230.626947,188.3912829,34082,668.346,1.22419118,0.576827653,208.3135861,0.958809282,0.903249117
227.819142,190.8101712,34097,680.595,1.193957013,0.54635901,208.359422,0.925014467,0.914582595
229.478736,189.5440417,34104,667.289,1.210688207,0.563704561,208.3808087,0.962470112,0.908061515
221.2423662,196.5103818,34113,673.914,1.125855866,0.459431581,208.4083026,0.943888774,0.941990931
235.5413478,184.7780345,34130,666.585,1.274725908,0.620151121,208.4602256,0.965239485,0.885026037
224.3380186,193.8042127,34131,668.091,1.157549753,0.503674085,208.4632795,0.960920889,0.929237411
231.5136009,188.035623,34151,674.271,1.231222027,0.583377426,208.524348,0.943939862,0.900700206
226.5248185,192.2363364,34151,662.129,1.17836629,0.528982779,208.524348,0.978876878,0.920536431
225.0605017,193.5928928,34179,677.064,1.16254527,0.50998793,208.6098138,0.936935665,0.926905486
223.9809149,194.474673,34191,661.403,1.1517228,0.496101592,208.6464313,0.982176064,0.931536651
228.0324687,191.4154535,34207,668.737,1.191296024,0.543480298,208.6952446,0.961200851,0.91519969
226.8735177,192.1947081,34207,661.138,1.180435819,0.531362195,208.6952446,0.983423569,0.919874857
233.1830193,186.9591042,34220,677.527,1.247240782,0.597632979,208.734897,0.936777941,0.895154791
223.2982638,195.2383681,34222,671.994,1.143721216,0.485315785,208.7409967,0.95232341,0.93480797
232.6862934,187.7243461,34239,666.439,1.239510475,0.59086546,208.792837,0.968746459,0.897314723
229.9085042,189.9911444,34246,684.324,1.21010116,0.563116981,208.8141792,0.91895908,0.908249044
228.0042799,191.3685323,34253,672.539,1.191440814,0.543637825,208.8355193,0.951641846,0.915928067
223.9688286,194.9291861,34254,668.704,1.148975344,0.492450072,208.8385677,0.962616531,0.932444792
227.5449241,191.8680382,34259,676.402,1.185944914,0.537585123,208.8538091,0.940967839,0.917857473
229.5589772,190.4115066,34276,689.626,1.205594039,0.558556303,208.9056214,0.905675761,0.910030285
230.658067,189.6239312,34291,671.507,1.216397453,0.569343533,208.9513274,0.955628131,0.905892129
220.9339754,198.103852,34313,671.844,1.115243208,0.442708884,209.0183449,0.955282162,0.946067007
227.9958451,191.8273267,34321,669.531,1.188547268,0.540470046,209.0427095,0.962118171,0.916870698
231.1581283,189.3043718,34327,677.311,1.221092393,0.573880789,209.0609812,0.940306539,0.904406791
229.2148642,190.8718701,34333,665.686,1.200883421,0.553693873,209.0792512,0.973604944,0.912153982
229.8067605,190.6295846,34337,667.785,1.205514668,0.558475195,209.0914304,0.967606759,0.909857612
238.2312433,183.7249369,34349,674.863,1.296673425,0.636587835,209.1279635,0.947747671,0.877836008
245.0146708,178.97451,34390,680.24,1.368991991,0.682950707,209.252737,0.933937272,0.854041663
230.9211333,189.9052632,34394,669.762,1.215980692,0.568936466,209.264906,0.963499612,0.90621808
231.7171471,189.1898259,34395,665.156,1.224786513,0.577389526,209.2679482,0.97691809,0.903118094
229.7747022,190.931594,34397,678.85,1.20343992,0.556345118,209.2740324,0.937956691,0.910779256
232.4579361,188.9396293,34410,684.481,1.230329164,0.582555932,209.3135751,0.92293633,0.900436348
233.9589857,187.3982909,34412,667.199,1.248458481,0.598680683,209.319658,0.971424393,0.894685269
224.1432457,195.6151627,34419,687.797,1.14583779,0.488214125,209.3409465,0.914297554,0.933960539
232.4039146,189.1497475,34421,678.034,1.228676843,0.581027879,209.3470286,0.940871694,0.900789597
232.6456666,188.5544051,34425,680.503,1.233838406,0.585767825,209.3591921,0.934165286,0.899905832
229.7324979,191.3790717,34428,688.178,1.20040554,0.553194986,209.3683143,0.913524268,0.911356975
228.6978291,191.9152031,34441,675.683,1.191660824,0.543876991,209.4078393,0.947980998,0.915652939
234.60733,187.5726238,34443,684.507,1.250754642,0.600643034,209.4139194,0.923751269,0.892614563
225.0874113,195.3291753,34447,682.912,1.152349161,0.496926671,209.4260791,0.928179091,0.93042111
246.7254393,178.1577837,34461,675.775,1.384870389,0.691799925,209.4686324,0.948273245,0.84899487
230.1579705,190.9936711,34469,666.834,1.205055483,0.558005411,209.4929447,0.974098956,0.910213729
225.6494093,194.6503481,34474,672.3,1.159255102,0.505847536,209.5081384,0.958462926,0.92846748
241.0431821,182.3691135,34475,677.676,1.321732487,0.65389796,209.511177,0.943343645,0.869185244
233.7407243,188.5878665,34483,687.567,1.239426102,0.590790465,209.5354844,0.916610562,0.896444062
233.182837,188.5763657,34491,674.657,1.236543276,0.588213024,209.5597889,0.952246946,0.898693024
236.5446412,185.8927694,34503,678.24,1.272478978,0.618394789,209.5962405,0.94254029,0.886074778
230.3294856,190.9197413,34509,668.332,1.206420478,0.559399185,209.6144638,0.970862501,0.910063526
224.7553177,195.6829765,34521,667.908,1.148568576,0.491904913,209.6509059,0.972433566,0.932796198
231.9170486,189.734176,34523,673.987,1.22232617,0.575058574,209.6569789,0.955026346,0.904017105
217.0221026,202.7149085,34532,689.551,1.070577908,0.357077019,209.6843055,0.912638553,0.966188711
235.0180104,187.2911352,34543,670.896,1.254827198,0.604081588,209.7176998,0.964405129,0.892347354
226.9754434,193.972557,34543,669.456,1.170142039,0.51929162,209.7176998,0.968558463,0.923966472
233.4408877,188.8659908,34594,670.069,1.236013359,0.587736043,209.8724584,0.968214523,0.899038984
231.4349165,190.4578223,34600,673.252,1.215150492,0.568123459,209.8906578,0.959247461,0.906910077
226.5195392,194.7187568,34601,685.556,1.163316482,0.510948533,209.8936909,0.925151042,0.926603028
235.9288048,187.0530848,34622,683.382,1.261293312,0.609433752,209.9573755,0.931611724,0.889918362
228.1943707,193.5033005,34623,675.213,1.179278959,0.53003497,209.9604076,0.954317679,0.920094597
231.8884211,190.4682829,34626,667.845,1.217464754,0.570382778,209.9695037,0.975575378,0.905476447
233.1312208,189.6828749,34629,670.997,1.22905782,0.581381107,209.9785994,0.966515131,0.900688456
229.3367837,192.4014026,34631,670.02,1.191970436,0.544213158,209.9846629,0.969391848,0.915617022
227.0632245,194.4152197,34635,667.638,1.167929264,0.51661761,209.9967896,0.976434152,0.924838401
234.6904502,188.3397997,34638,677.314,1.246101199,0.59664803,210.0058841,0.948817239,0.894820747
225.7926672,195.8277652,34666,681.015,1.153016616,0.497802899,210.0907472,0.939291173,0.930458681
235.5895195,187.6497244,34671,674.874,1.255474903,0.604623587,210.1058977,0.956601017,0.89183041
226.4475067,195.193788,34676,668.424,1.160116359,0.506938033,210.1210471,0.975292284,0.927901791
231.2624473,191.2410961,34680,669.575,1.20927171,0.56228427,210.1331659,0.972054226,0.908635052
233.6301362,189.501815,34700,690.412,1.2328649,0.58488132,210.1937492,0.914792671,0.899685942
230.7693155,191.7626609,34703,676.387,1.203411104,0.556315398,210.2028352,0.953205151,0.910878618
227.2593515,194.7318627,34722,670.391,1.167037322,0.515531503,210.2603707,0.970863662,0.925200082
228.8102714,193.6576351,34729,671.193,1.181519496,0.532598937,210.281564,0.968740162,0.919021523
228.3272478,193.8600236,34733,670.564,1.177794388,0.52832113,210.2936735,0.97067019,0.921018737
234.5404192,188.725983,34747,672.202,1.242756379,0.593731888,210.3360513,0.966334706,0.896800867
221.0904959,200.2691414,34748,669.267,1.103966864,0.423653581,210.3390779,0.974856864,0.951370963
223.1988366,198.5282098,34750,675.599,1.124267613,0.456997571,210.3451311,0.956724018,0.942411414
231.22987,191.6720331,34757,686.779,1.206382936,0.559360961,210.3663159,0.926015239,0.909771371
229.7370214,192.8875726,34761,687.872,1.191041073,0.543202669,210.3784205,0.92318101,0.915735824
232.1753322,190.9940473,34766,669.475,1.215615541,0.568579226,210.3935503,0.974755876,0.90618391
230.5865191,192.1855584,34771,683.109,1.199811896,0.552573788,210.408679,0.936369007,0.91249341
228.0476746,194.336638,34772,671.947,1.173467221,0.523256094,210.4117046,0.967764075,0.922665425
228.5222155,193.96029,34774,677.726,1.178190729,0.528779858,210.4177557,0.951384824,0.920775931
230.8566379,192.6459316,34787,677.348,1.198346811,0.551033739,210.4570836,0.952803043,0.911635401
228.0326605,194.3385831,34792,692.19,1.173378219,0.523150809,210.4722078,0.912512069,0.922991502
237.4905508,186.9933377,34794,693.537,1.270048194,0.616478558,210.4782571,0.909023168,0.886259501
236.6108792,187.4231531,34794,671.293,1.262442101,0.610371182,210.4782571,0.970264152,0.889554436
226.6361886,195.613827,34800,671.796,1.15858982,0.505001894,210.4964041,0.968978812,0.928785493
231.9569641,191.6112724,34841,675.857,1.210560116,0.563576479,210.620367,0.958497188,0.908014846
223.7224915,198.5307932,34841,670.201,1.126890634,0.461004955,210.620367,0.974743466,0.941435819
236.4262236,188.0626579,34847,686.633,1.257167299,0.606033555,210.6385017,0.928807931,0.890926981
230.4335815,192.7521882,34850,674.295,1.195491391,0.548003376,210.6475685,0.96319178,0.914135723
224.8250921,197.677632,34865,680,1.137331977,0.476359223,210.6928967,0.947505431,0.937141378
225.4135036,197.1479559,34878,671.541,1.143372259,0.484834723,210.7321732,0.971888339,0.934869339
229.2969816,193.9498701,34878,679.271,1.182248699,0.533427616,210.7321732,0.949894318,0.919035967
236.1931301,188.3981624,34879,689.973,1.253691263,0.603127827,210.7351942,0.920682093,0.892215595
223.8000145,198.8687463,34879,675.467,1.125365442,0.458682478,210.7351942,0.960650949,0.941622791
234.5232449,189.5311789,34882,680.065,1.237386093,0.588969591,210.7442569,0.947786227,0.898607117
232.3224642,191.4684387,34883,672.664,1.213372114,0.566372342,210.7472777,0.968784811,0.907132586
225.3698384,197.2329239,34895,677.7,1.142658305,0.483847619,210.7835238,0.954768529,0.93527832
235.2555984,189.2799888,34911,677.462,1.24289736,0.593855566,210.8318423,0.955877575,0.896182041
232.3946574,191.3768711,34911,670.061,1.214329904,0.567317077,210.8318423,0.977110029,0.90721467
230.3106061,193.1139792,34912,676.03,1.192614885,0.544911378,210.8348619,0.959958935,0.91543705
258.3197875,181.6399258,34924,816.638,1.422153122,0.711032482,210.871093,0.658073911,0.816318003
230.1591986,193.7172105,34934,687.791,1.188119517,0.539998207,210.9012808,0.927994074,0.916327838
232.0235561,192.0522539,34936,682.571,1.208127223,0.561130429,210.9073179,0.942296065,0.908990973
234.9899023,189.5541679,34945,675.172,1.239697891,0.591031959,210.9344825,0.963309985,0.897632113
231.2618911,192.6081255,34958,672.491,1.200686059,0.553487963,210.973714,0.971367322,0.912271853
237.5611221,187.9510512,34960,681.462,1.26395208,0.611597287,210.979749,0.946014953,0.888107225
238.1086753,187.1376478,34968,673.319,1.272371851,0.618310695,211.0038872,0.969256937,0.886166314
242.822452,184.3295472,34968,750.395,1.317327882,0.65095951,211.0038872,0.780370411,0.868963662
235.0015866,189.6894581,34971,673.194,1.238875312,0.590300279,211.0129383,0.969700104,0.897921335
233.0086827,191.3427601,34980,675.203,1.217755417,0.570665001,211.0400893,0.96418627,0.905717705
236.9907334,188.1316847,34995,679.687,1.259706645,0.6081324,211.0853331,0.951914484,0.89069024
231.8361853,192.6036331,35022,670.696,1.203695806,0.556608864,211.1667477,0.978361547,0.910844644
232.0680178,192.5367815,35031,675.649,1.205317841,0.558273939,211.1938789,0.964317665,0.910051635
225.6145213,197.8959341,35042,676.65,1.140066481,0.480231413,211.2270346,0.961768562,0.936229784
