mpg,cylinders,displacement,horsepower,weight,acceleration
16.01616241190292,6,88.1,42.1,2051.5,20.104551959649445
21.51354658141344,4,37.0,38.8,962.0,17.999572840752137
15.008191006918432,6,331.7,152.1,3057.7,13.81114743077716
15.012369756893465,8,282.1,104.0,2236.7,13.004457378858223
26.00191970056074,8,129.7,44.1,893.9,16.198433388634776
29.982379518926162,4,11.0,19.0,214.5,16.998898955520136
14.982139390637768,4,235.9,104.0,2000.2,15.101828570517215
34.00150040895532,6,23.0,24.9,522.9,17.304568966256717
21.02949288810965,8,65.9,42.0,945.8,13.503346918796012
21.972181842515457,6,249.9,107.0,2663.9,13.494527923316689
31.981568602134793,4,83.1,34.0,1298.0,15.708904142506187
12.998811191170835,6,283.3,104.1,2662.3,12.009265356271621
24.226747938486362,8,281.9,93.0,2464.0,15.800009014954998
31.0021494668973,4,28.9,63.9,516.7,11.098885212884436
27.00903592578081,4,30.1,40.9,497.1,13.805809366667203
29.987284870532633,6,40.2,35.1,649.8,16.494502370611755
23.000071254649836,4,236.0,84.0,1765.5,14.497570077335391
28.069766805634345,4,65.8,30.2,793.8,16.007205266344936
15.014538411417568,8,72.4,49.9,1393.0,16.89844620625868
18.504216088292754,8,52.8,36.0,1022.2,17.999567437885396
25.122567193056607,6,28.9,24.9,821.0,18.494452556357118
39.41816457363018,8,29.0,30.1,575.9,14.998489895568092
20.472561906387003,4,48.1,29.0,605.3,17.299641036999528
33.48911965389033,8,21.3,19.1,336.5,18.485290126237487
26.00479233746118,4,163.7,63.9,1667.2,14.492932907847846
20.78971557930427,8,72.1,46.1,675.4,14.994580185943088
35.99809699907368,4,28.7,30.1,213.0,12.598386216827025
33.680713758967855,4,21.1,22.1,607.0,16.802423566781943
13.011237411847015,8,235.9,54.1,2445.2,15.997570469810007
20.17373868558143,8,62.2,38.0,1010.3,18.987820387513956
38.02589886008523,4,21.1,16.0,471.7,18.589324937733778
23.97428070271984,8,72.2,39.0,930.5,16.586813536675926
28.992654889353226,4,28.8,23.2,540.9,20.10677335311732
46.59743136789362,4,2.1,5.9,2.2,19.201656181231478
17.519547223608825,8,156.9,64.0,1425.5,13.402294246276524
13.00739299325547,4,332.0,144.0,3054.9,10.006212038837434
14.999876024325953,4,83.2,49.0,1506.1,14.900054640066498
33.009690023714604,4,23.0,3.0,325.2,16.497964119799782
20.192738917877783,4,78.1,57.0,1113.1,14.008707166538281
19.99691267400815,6,105.3,59.0,956.3,14.788146008310504
35.01093484236846,4,20.0,19.1,236.7,13.500665492048835
13.020695091517922,4,386.7,179.0,3123.0,9.001808857650218
18.984289622612508,4,129.9,37.2,1819.7,16.007388964728534
13.998422561418362,8,283.0,134.0,2484.6,13.507799284300182
25.009520549580717,4,21.7,23.1,453.9,16.48640170571021
16.02739428054667,4,182.2,99.1,1322.1,16.003189283735015
23.005036359384384,4,52.2,42.1,576.2,16.786686386204263
32.107488596980694,4,132.2,44.1,821.0,15.404978891879793
30.013256806784,4,11.1,12.0,362.1,19.49893136470414
31.00795306591431,4,16.8,21.1,542.5,17.192069087619178
18.968483437736126,6,249.8,104.1,2701.3,14.387402196115463
13.011424294650505,6,249.8,64.0,2825.8,17.00077654208407
21.029017138068593,4,29.9,22.0,514.1,20.100121891480516
13.999183494869214,8,282.0,107.1,2293.2,13.498893603826549
21.030773809806107,4,192.0,99.1,2110.4,14.490831708025045
30.893710644306058,4,23.0,21.1,531.6,19.49724007434804
28.9804262455384,8,44.1,31.0,633.0,18.99843730296828
31.99470037263984,8,18.0,21.1,311.2,16.49333721582358
15.015779433721024,4,237.2,104.0,2681.1,13.49847335149759
22.000714508950576,8,283.0,120.9,2443.2,13.192617065746521
23.01885426794665,6,21.8,29.0,575.8,15.49731660788182
24.99195160577483,4,163.8,102.9,2050.7,16.39888968752117
26.0228680763515,4,66.1,36.0,974.4,18.600705553753393
27.993212283555003,4,52.1,44.0,632.4,15.496141236627807
24.99590428506256,4,40.1,26.1,651.4,15.807312373157083
44.29808569918765,4,2.0,1.9,2.6,18.207007878535766
23.99536148625315,4,129.9,47.9,1003.1,15.399245090197551
36.990996519146634,8,23.0,24.1,552.9,19.594726121372723
11.982160025649279,4,291.9,144.0,2769.3,13.90504981616216
14.979486000183254,8,182.0,63.9,1199.6,13.49949257321178
16.93337873613759,6,83.1,66.0,1653.6,14.499885471978113
26.018374841512276,4,132.2,59.0,1340.2,14.001487241928963
11.015792752412606,4,332.0,178.9,3336.7,14.697687999526863
22.00486874171157,6,156.8,42.9,1457.5,15.404085541217889
20.183358596322133,8,291.9,104.0,2622.0,12.799579377666733
13.999267798485834,4,105.2,58.9,1672.8,13.496367078805294
17.989260181567154,6,271.7,104.0,2342.6,13.506974297669693
13.997751610238065,6,130.9,99.1,1557.8,15.899615065417215
15.473873111138563,8,281.8,64.0,2483.8,15.095853018586846
25.003304379281847,4,72.1,44.1,1289.8,15.498682316909443
17.995214696660614,4,199.0,93.9,1674.7,13.505010440561446
43.100572006490125,6,43.1,28.9,531.2,14.897140853295074
18.98443357507031,4,115.2,50.0,1256.1,15.49927370560884
16.50854632805037,8,283.2,124.0,2621.6,10.001107481817272
14.985596998905049,4,163.7,42.1,2141.2,16.394947968367767
26.00614406511366,8,72.9,54.0,1351.2,14.498961001963913
36.013510350877844,4,39.9,39.0,453.4,14.900617256781684
24.505452251948583,8,163.3,51.0,1141.6,16.997043444534548
34.68951122285503,4,53.0,40.9,651.7,15.998085294406124
11.991308744972752,8,386.7,162.0,3086.1,11.006859199337473
29.806151276171626,4,23.2,28.0,434.0,16.49921270662561
26.78480400176559,8,52.8,51.1,1278.2,13.898110168400944
18.978946880416803,6,67.3,54.0,975.2,14.79478133613287
28.97517459700429,8,23.2,51.0,412.3,12.002561164923087
12.999623202494927,6,331.8,129.1,3085.3,13.496460115186913
14.984148958499647,4,182.2,104.1,1667.6,15.300530701492573
27.224376144374197,4,43.9,42.0,1199.8,16.002771584369793
25.430824211860102,8,249.6,59.0,2207.9,15.509513786111
23.47632319092986,6,62.2,22.0,1243.9,19.498496219508404
28.999328977857843,6,281.9,93.9,2680.9,14.999162051682337
26.00899405608699,4,50.8,58.9,650.6,14.008626716158583
24.0003364076455,4,52.0,46.9,675.5,12.796123316572235
43.97572179614313,6,2.0,2.0,36.1,21.505966667616445
18.01861596430939,8,199.1,104.0,2708.8,14.011868079261285
18.970301000694516,4,100.2,44.1,2050.8,16.48814669121417
14.507761226300248,8,88.0,34.0,1202.4,16.00051448159161
15.010166557082279,4,282.0,104.0,1989.3,14.002198188021804
20.002579724867452,6,105.2,49.0,1798.4,16.692123400071246
34.990142871543156,4,43.1,31.9,1036.2,20.499269098955438
13.014892388049553,8,182.3,104.0,2729.7,13.507050892074112
16.02069400893525,4,249.8,86.0,2324.3,15.099151111852256
15.013804274869386,4,283.0,64.0,2726.7,16.007330809354364
18.000223566190044,8,100.0,54.0,1578.2,14.490410904751194
15.003894760139978,6,30.1,30.2,948.7,16.591471751621835
18.00003534320804,6,164.0,51.1,1473.4,13.205797506597275
36.032269958926264,6,43.7,44.0,837.8,14.889561443081657
36.030225528473736,4,72.3,40.0,574.9,14.48510338226236
13.021392769536826,8,282.1,134.1,2528.9,12.588933900565674
26.80556488758636,4,28.7,26.0,456.7,20.992922036772704
36.07855924872591,6,29.8,24.0,372.1,17.2957986097193
18.984323765465135,4,77.0,42.0,1020.0,13.698630918616567
16.979656590385737,6,182.0,51.1,1021.4,16.006104460558916
15.012835907180508,4,249.7,123.9,2526.9,12.013379170456487
18.11278862724888,8,331.8,118.9,2891.1,13.905617694300402
14.995180797621778,4,281.8,99.0,2210.2,11.103173206712743
16.028570136096505,6,130.9,54.1,1547.9,14.693587883938175
28.377696439803834,4,72.1,45.1,1087.1,13.508409399914356
22.005760748801787,8,182.0,58.9,1428.3,15.79960402913462
26.9933891706211,4,67.2,51.1,1820.9,18.58933481134324
32.710421183704185,4,30.1,21.1,768.9,18.21099680561167
39.113961936907415,8,2.3,0.1,187.3,17.7990406936724
36.98446039486859,4,13.1,6.0,224.4,19.501728426456634
23.023944270819882,8,164.0,104.0,1795.7,14.001422599465174
12.990711176380428,4,282.1,118.9,2684.0,12.492180308577236
29.98987321835637,6,38.8,37.2,764.6,14.998585753973577
15.011635300960188,4,238.8,49.0,2516.0,19.491627548615977
26.01792120981165,4,36.8,28.9,495.4,15.001407303830854
13.000093668272616,8,192.3,65.9,3022.7,18.1990613315908
25.012007171798672,4,76.7,54.0,1670.3,14.486858076721482
26.97642552412198,4,36.8,21.0,575.5,18.98779617339237
27.005235919271406,8,48.1,39.0,436.5,16.70060164794488
16.01094682433758,8,239.1,104.0,2050.6,13.00176815540202
19.223324795548752,4,249.9,113.9,1834.0,12.014647740122017
33.98679085801528,8,18.1,21.2,432.4,20.11032350840488
15.005145731809192,8,163.0,38.1,1317.4,14.210526196082004
15.998890111308265,8,182.1,46.0,1162.7,12.009632333603736
23.02159577638723,4,82.9,34.0,1035.2,14.997977223459195
18.119975321376366,6,249.7,40.0,2762.6,21.50495664214009
25.42012311593401,4,83.1,52.0,1194.8,14.89220835906493
12.986611078428503,4,281.8,104.0,2018.1,16.01210667381463
38.01464885856212,6,21.3,21.0,370.9,21.703598734973852
27.228755965548412,8,39.0,44.0,1175.7,17.599254504397447
30.000541562833373,4,30.1,19.0,943.6,20.51584933702153
13.01240929716675,8,282.1,104.1,2886.1,17.000698445893182
23.9700642642011,8,48.2,44.0,1063.3,15.502333877040522
13.98966429745552,8,281.7,94.0,2740.8,20.106445407814746
29.98087033095596,4,182.0,44.0,1337.4,17.804817334258107
13.985481954513158,6,234.1,42.1,2056.6,16.903592187245508
12.996419096121905,4,156.8,67.1,1915.2,14.896911043157681
38.09925921181229,4,21.8,20.0,230.1,14.498361402061201
16.518898527509933,8,249.8,121.0,2527.6,14.098699240493703
30.99791956719234,4,83.2,53.9,1008.7,14.492163897537829
18.023165303856114,4,281.8,119.0,2540.9,15.500528691005275
13.980500434941446,4,236.0,104.1,2342.6,14.997298992442657
32.413202643872914,4,23.0,26.0,513.1,17.492786351580726
21.49501129536895,4,282.1,104.1,2327.4,11.193816723412272
18.01591500290118,8,53.0,42.1,1535.6,18.995752096982642
18.000665933359308,4,281.9,64.0,1818.1,16.490829496682437
13.96634803175433,4,235.8,66.0,2327.0,16.79589402897651
20.616278253693125,4,40.1,40.9,453.7,14.009026180932702
21.02454974578212,6,182.1,86.0,1637.0,14.008175619584543
33.79189581425017,6,72.2,53.9,1107.3,14.899654141557683
28.0113975383792,8,29.8,31.9,514.3,18.600674660547146
12.992584345030943,6,332.0,153.9,3025.1,12.502374447097846
23.013396400580433,6,88.1,49.0,858.7,15.500817175763345
20.004040873478996,8,72.2,42.1,1176.2,17.803514020237955
31.6080258487526,4,28.9,23.1,390.0,16.699097230710723
17.527774835901823,4,281.7,93.0,2525.9,16.49869942460451
26.599575943198023,8,48.1,42.0,546.4,13.608090898326518
43.97208657203956,6,21.7,17.0,358.0,19.604415584008855
35.998641235888314,4,18.2,14.0,190.4,17.70191858830628
11.999926795843686,8,331.8,178.9,2844.4,8.487289718798898
16.0259835774853,4,78.0,83.0,1201.9,12.19070411717708
23.99508948767734,6,23.2,17.1,375.1,20.098867503639465
18.011184072195164,8,33.2,38.9,1104.5,15.710320800393617
32.390867468478675,4,28.8,44.0,373.2,11.501230842884542
33.809110734513176,6,4.1,0.1,160.0,20.499303361946485
34.69331344234691,4,52.7,24.9,781.4,15.900457073764521
33.98987296966241,8,28.9,21.2,1003.6,19.49533237842611
28.021355134151865,6,23.0,22.0,553.6,14.891253146887259
12.996687394334913,8,194.2,102.9,2162.5,16.004976973577747
24.987855030926788,4,36.8,29.0,641.7,16.696372453971158
13.975426711291917,8,132.0,63.9,1318.2,16.594684763854882
33.49046428995215,8,28.8,6.0,350.2,21.002883055114957
31.024497704388956,6,48.1,21.1,516.8,19.497301144874434
32.11077469391189,6,2.1,0.2,263.0,19.492167845843504
13.969426317992555,8,282.1,143.9,2162.7,9.501513222726706
29.987938069893218,6,41.9,28.0,575.7,14.98975933739691
25.405702296225474,8,28.9,33.1,911.4,16.492168004335834
14.510485503217303,6,314.9,168.9,2480.9,8.006865942682419
21.9852786972063,6,163.9,86.0,1005.4,10.015862434859674
27.200236166627604,4,132.3,40.0,978.3,17.60927712141219
20.19438497850964,4,52.8,46.1,576.4,10.013478972658362
19.985919973371978,6,163.9,50.0,1671.4,14.998854529007971
20.200061258989265,4,28.7,39.0,651.0,16.998062581919537
44.59840297795565,8,3.1,1.9,212.9,23.69224689460239
18.974124344815387,4,156.8,49.1,1369.3,14.011853862615727
18.022393696887455,4,72.4,49.0,1105.8,16.99820912661868
35.69879905986487,4,12.9,26.0,221.4,14.990197413316253
31.02429851370819,4,45.2,24.0,677.1,17.997892202417304
27.990312439894026,4,67.1,44.9,779.4,16.487128678892162
17.51738217814544,6,282.0,112.0,2172.3,13.000922384650451
14.993170844139748,4,331.7,134.1,2681.3,12.488644891541169
31.003182114901094,8,22.8,23.2,373.8,18.584672263874566
23.68090666171115,8,29.0,31.9,972.8,17.40610943954822
17.50921116277557,4,331.8,154.0,2813.8,11.600032286997095
31.985730777627936,8,2.2,14.0,213.7,18.585601990620063
11.97781590596537,8,361.0,134.0,3337.6,14.891852336215976
25.77605046399227,8,66.1,42.0,1471.3,18.991399049229344
14.99937361846291,8,164.0,104.1,1163.6,12.010580829699625
13.006874689903004,6,332.0,152.2,2771.5,14.008708128796963
21.021854430655836,6,237.0,64.0,2742.6,15.497773123718078
13.982508081622147,4,234.0,79.1,2481.0,15.504588725671056
26.98563950486823,4,51.0,33.1,719.5,14.789590541904522
19.996665912457757,4,103.3,54.1,1353.7,12.596325754245902
28.975135684536063,4,28.9,21.1,494.5,17.205201797289508
21.5050303531132,4,38.8,31.9,675.6,16.00424257975956
37.27872065210667,4,22.0,21.1,438.3,19.003749355833037
28.00654744802753,8,53.8,40.0,557.8,14.491804846428252
26.990183761031563,8,50.9,68.8,886.3,13.909549029366751
16.016709607122703,4,234.1,44.0,2227.9,15.50698329356993
17.987709828573323,4,233.8,129.0,1947.9,12.494867961670733
31.927367794770603,4,23.1,7.1,371.2,16.01212728755352
22.40668210095424,4,52.7,42.0,686.9,15.505394129324108
29.81369880111373,4,47.1,37.0,605.1,13.194128650844151
24.518430258622207,8,48.2,46.2,793.7,14.500682276115556
19.221762053207787,8,132.2,74.1,1331.6,12.49939880489549
28.0998026055882,6,28.7,21.0,509.4,16.38949835671896
22.295423966609246,8,156.8,64.0,1051.1,12.491488322315197
16.004522442799733,4,87.9,37.0,1104.6,19.506853771613645
12.998505163944179,4,249.7,93.9,2144.2,12.188650895477833
18.98950486299944,8,331.8,169.0,2884.0,12.598702497412031
26.98392013848408,8,30.2,37.1,523.9,17.29647291077029
16.97183949924213,6,331.7,104.1,2808.5,14.38691800206014
25.01372854163235,4,54.0,44.1,876.4,14.485010141116664
21.01720207890812,4,100.0,38.9,1448.6,17.997944450891254
38.07837402341569,8,13.2,12.0,220.1,15.39639435450575
29.993308957411035,8,87.9,53.9,1577.3,16.996688074333694
28.98101365941767,4,29.0,37.0,604.4,15.405903986227505
27.50796424071977,4,38.9,40.0,439.2,14.895005771425808
21.994620963689638,4,105.1,74.0,1056.4,8.99815778663796
16.497720563153017,8,132.0,84.1,1918.1,13.50431123098034
15.480574586515,6,88.1,59.0,1344.9,14.791101383102228
32.393376160355025,8,21.1,24.0,510.1,17.699691128324922
21.011155457260013,4,62.0,58.9,1199.5,16.484815009489157
23.984448400041284,6,52.1,54.1,632.0,12.994589448305202
11.991047628677263,4,236.1,104.1,1959.5,13.195215920876683
32.11962033418256,3,36.9,43.0,458.7,11.509860782396713
15.997305408991089,5,182.2,53.9,1947.1,16.003837140260096
33.69877239254474,8,21.2,15.9,351.3,16.0078999886579
27.20625632802758,4,100.1,69.0,1847.8,15.50234367600098
23.01880719178769,6,52.7,59.0,641.8,16.486441373528194
31.513476070045403,4,67.3,24.1,876.5,19.198426451515118
16.009000407771442,8,182.1,54.0,2109.2,14.497508013486405
38.019224039174325,4,16.8,16.9,337.6,21.800434910343945
14.987033180266675,8,331.8,129.1,2751.0,12.487550153539335
31.986284868654806,8,30.1,30.1,779.0,18.010560979194246
30.010420893002358,4,72.1,34.0,511.2,13.503522196229557
29.529412885399992,6,51.9,22.0,511.7,16.78825081748058
30.50710609896646,6,33.2,38.0,506.7,15.697174549001605
32.78773375891183,4,28.7,19.1,336.0,14.78817520737356
31.490203989123927,6,17.0,31.8,454.6,16.897083113703395
20.609659879051794,4,181.9,63.9,1192.4,12.59981816037102
30.000389291010848,6,29.0,17.1,600.7,19.60524101496288
30.488456232025854,6,52.7,29.0,957.2,18.995991962651605
18.009482266718774,4,283.0,104.1,2763.5,14.101375881595576
27.007945869109545,8,30.1,42.0,676.2,13.505497054338488
28.00900342317139,4,249.8,84.1,2050.9,15.406705614061785
18.988354735369235,4,235.7,46.2,2284.9,16.005995016637993
24.99156217671378,4,156.8,104.0,1129.1,12.998855676253312
36.4012751669735,6,2.1,1.9,145.3,21.696770107551387
37.690598881827526,4,12.3,14.0,336.7,17.80177454156691
17.589291981462676,6,29.9,68.9,541.4,9.507253890765869
26.00747668260627,4,51.9,42.1,609.7,14.692877738173747
12.002293689951651,4,237.0,92.9,2722.3,14.701361295103066
28.02400262528778,8,72.0,104.0,1130.6,11.105140768379012
23.191746176534977,4,157.0,49.1,1052.6,14.01105046741511
13.018652159576828,8,249.9,134.1,2467.3,10.994250162478043
18.121410263658625,8,72.4,23.9,1427.6,16.887910898864906
32.7877515168262,4,16.9,19.1,355.2,19.606936735834367
29.001844433336352,4,28.9,42.1,788.1,18.000842557636894
33.509800434364536,4,18.1,29.0,223.2,13.194433237623457
17.510436867303643,8,163.8,99.0,1331.0,12.002227446718472
22.525163552773957,6,131.0,46.1,851.0,14.102482899321378
23.98331690287895,6,182.2,54.0,1848.1,18.30089883381136
26.978527262024425,6,112.8,23.2,1300.7,21.707658552686098
15.012815929340192,4,314.8,114.0,2608.4,12.185361887539052
27.20268592912994,6,51.0,24.9,649.7,18.313256578711176
31.805139555320622,6,52.2,21.0,982.5,23.69890594639591
26.990875404883,4,28.9,22.0,818.5,20.99246343163069
20.176849741649917,8,28.8,21.1,853.3,21.707699627567756
23.6724621881291,8,52.1,39.0,957.5,15.496959191341423
27.99247790753349,4,163.9,106.2,1139.3,9.999421280708358
30.0097562532277,3,17.8,19.0,349.4,16.498270769354317
35.12829893560324,4,16.7,14.1,458.5,16.999864670567252
15.01014334683372,4,163.9,63.9,1390.9,13.802754166361412
27.000676558954655,4,50.7,39.0,993.2,14.487284969879083
28.803935731044668,4,54.1,42.0,1124.3,14.390911020634874
27.98844347265333,4,43.1,33.9,514.6,14.692460175693874
25.41382894917438,4,156.8,44.1,2056.4,16.786704873131406
33.500498781646606,6,43.8,24.0,455.9,12.901384131528333
31.003086832891526,6,52.2,39.0,613.9,14.899496455619568
23.9080578530403,6,250.0,63.9,2171.6,12.991672592045093
34.116658523274374,8,12.1,12.0,451.6,22.196110001393617
16.976562503078434,4,283.1,104.0,2170.0,12.991058268256797
18.12221816104345,4,50.8,49.1,1400.2,17.496690853087266
37.2118118625054,4,29.0,24.9,377.0,17.99950208311585
18.008760082746598,4,36.9,38.9,1105.4,19.00180170656773
21.978329551661147,4,83.1,46.9,1187.0,16.896949661965685
23.196032207998368,4,249.6,99.2,1337.1,11.103818384649685
25.804545613670467,8,50.8,46.1,588.3,14.388589172489914
13.964222640265211,4,250.0,84.0,2428.4,11.503005688021872
20.01313596405552,8,86.8,54.0,804.4,12.997151813005384
28.002303599909126,4,28.9,35.1,511.8,16.010724327542892
26.994931619166984,4,45.0,29.1,761.1,16.005272603036595
13.967177721037443,8,239.0,64.0,2253.8,17.601357286639356
11.019357743586385,8,386.7,144.0,3524.4,14.49549095267779
23.97303155184886,6,164.0,74.0,1390.2,12.005857336682464
18.61770621848658,4,236.0,134.1,2171.0,14.393085047766366
23.017988673584174,4,50.7,30.1,532.2,14.703078776848212
26.00035097746926,6,29.6,24.1,435.5,16.19931529409145
13.980098827616866,8,182.3,46.0,2016.9,17.601361655275706
13.006808584978666,6,371.9,129.1,3290.9,14.498742644378314
22.995838802286077,4,82.8,44.1,932.2,14.005744329142253
30.996074507599225,4,48.0,28.1,1176.3,20.99277411998097
36.03411475830269,6,28.7,19.1,369.3,14.993674222349352
32.68960429618551,8,20.9,21.2,490.0,18.483788889454683
31.614854942558054,6,38.9,38.9,652.4,16.4872239242042
30.01497130793895,6,72.2,24.0,539.9,13.207958860049047
33.02315453760486,4,28.1,29.0,542.4,17.000316636481596
13.963611325599668,4,156.8,49.0,1835.7,16.389369868452686
24.495457355833967,4,65.9,33.9,664.2,17.00367250683701
23.97422587896518,3,46.9,40.0,1047.2,16.39792097130115
18.012723475480616,4,182.0,46.2,1597.4,18.600347598597867
36.087181091941495,8,40.2,21.0,538.8,18.48982030234222
32.215129730065364,4,9.8,7.0,142.8,17.407943747618145
43.99187529263723,4,2.8,7.1,145.4,18.98864102341409
20.007096849864237,4,53.0,24.9,929.2,16.487023431611114
12.987073886615356,6,281.9,99.1,2726.9,15.999217538940492
27.21116921944599,4,190.0,51.1,1320.2,14.386484073967658
19.981705302224192,6,78.0,134.0,1526.8,13.510095200217219
27.50345352293382,5,38.7,26.0,577.2,14.492701902084116
17.994887154012723,6,234.0,54.1,2284.4,15.501399628811079
15.996867954716318,8,237.1,93.9,2771.9,16.214841544135318
25.423437790828473,5,53.0,26.1,1289.0,16.48450046573386
31.994304613742337,6,30.0,23.9,664.1,18.988308981402962
26.786472724846572,4,131.1,92.2,1177.3,15.501324132593378
24.49901225024016,4,40.2,44.1,1044.9,13.197075049680103
26.032366188977385,8,88.0,44.0,1057.4,15.4980332250832
26.007348541038006,4,157.1,63.9,1255.1,13.506194169552838
18.01684718913582,4,72.4,38.0,1331.5,15.004121934408186
27.527759516306492,4,23.0,24.0,544.6,18.49463886282033
36.020518226348486,8,28.9,24.0,387.0,16.00912158163306
11.018230694663119,4,360.9,169.0,3340.0,13.904169159015607
18.968609732429414,6,190.0,84.1,1506.8,11.502569632729735
24.49514734996624,4,72.4,54.1,1377.2,14.89044400414214
28.00119122775875,5,30.1,44.0,542.5,14.99783488424648
29.505184090649443,4,52.2,42.0,1104.0,18.006426423962836
18.968835137156393,6,163.8,102.9,1798.8,12.006902463105671
36.019590928095,4,28.9,31.9,651.6,16.006356794166297
31.93053654745723,6,11.0,6.1,214.6,21.80922694545736
43.99764873052825,6,16.9,7.1,182.5,18.489908130864688
14.987746599602065,8,164.0,104.0,1526.7,12.18610222417534
20.18977638753156,4,40.1,33.9,681.8,14.893246935771451
23.002377340908858,4,28.9,31.8,386.1,14.201260642045149
13.975310569796012,4,281.9,129.1,2770.0,12.000422059094383
22.401128147801636,4,132.0,51.0,2172.4,12.012060820748804
13.981713426529307,8,249.7,53.9,1947.8,16.11402638692487
26.975341445991486,4,76.8,64.0,1834.8,12.490073519916393
28.076364562818732,4,52.1,46.0,1003.8,14.500558882968686
25.00401323558344,4,83.1,51.9,851.8,12.993313329668872
26.9841228120035,4,181.9,79.0,1368.0,13.50454728068959
15.996771670211004,4,235.9,99.1,2209.2,14.11511067728879
31.919527201153358,6,54.0,54.0,586.3,14.8959061054886
26.80837311199773,6,52.9,46.0,1320.4,15.902330527541805
32.30452482353459,8,18.2,19.0,363.1,19.507897739242647
28.804686399656003,4,62.9,23.9,1823.3,22.210031996093942
23.97096280584099,6,29.9,31.9,1111.3,15.807538609903421
15.013369875009772,6,234.1,119.0,1252.3,14.00109802121514
16.01234634946018,4,282.9,99.1,2575.1,13.595877748792816
15.473166039094604,6,66.1,49.0,1651.7,14.89445677041301
26.384496466047185,4,23.0,21.1,389.0,16.793603550386173
28.012051977261567,8,105.1,79.1,1752.2,14.494380029422608
28.024858370522665,4,52.9,42.1,518.4,14.396312986716055
14.993471474558747,4,250.0,104.0,2164.0,11.601085653743112
14.980608382743764,4,283.2,104.1,2427.8,14.48485350667043
32.76580393403158,4,37.0,21.1,633.9,16.002203546031843
23.996811687305804,8,72.0,52.0,1087.7,14.009164079833987
24.218722706840545,4,163.8,64.0,1657.1,14.693036393267755
37.29382910193473,6,16.9,23.2,229.6,16.002863422735988
34.700017376073,4,19.9,6.0,494.8,18.98835919315562
21.023069332894025,6,72.1,42.0,1474.2,16.385653652048656
13.010229567839202,4,360.9,134.1,3001.5,8.490993002720767
25.001714809930387,6,21.2,19.9,560.1,17.3065874849997
18.96572586989504,4,132.2,83.9,1347.0,11.497134600457043
36.021926475227964,4,18.0,19.1,339.5,17.00072783160011
