age,workclass,fnlwgt,educ,educ-num,mar-stat,occup,relat,race,sex,cap-gain,cap-loss,hrs-wk,nat-count,Income
36.986167998916955,0,331678.4,15,9,2,7.997446781870604,0,4,1,36.2,3.3,59.0,39,1
46.937994530609544,4,199038.5,11,9,2,2.99738711180463,0,4,1,43.9,1.8,39.0,39,1
24.967771196547766,4,53794.4,15,3,2,7.001509628953885,4,4,0,53.6,3.5,49.0,39,0
30.952311510114473,0,74827.5,15,8,2,3.00179430749393,1,4,1,48.8,3.2,38.9,39,0
40.99082079126368,4,56707.2,9,13,2,4.000163764934729,0,4,0,96.5,2.3,43.9,39,0
69.02351038522019,2,290615.0,0,13,4,10.00924136554131,1,4,1,96.5,1.1,39.0,39,0
33.97918946118604,4,80078.5,11,13,4,2.9978289840176786,0,4,0,13.3,3.3,39.0,39,0
55.99897935855621,4,98347.5,9,13,4,3.997284130815978,1,4,1,28.2,3.4,39.0,39,0
42.00730797196557,4,282697.3,9,11,0,9.996936742634958,3,2,1,77.2,2.1,59.1,39,0
34.96388086139234,6,129153.1,9,10,4,7.0116689071554,0,4,0,6.9,3.2,38.9,39,1
60.01565982974936,4,170466.5,8,10,5,11.000733716705962,1,4,1,0.6,1.5,38.9,39,1
56.040217416916875,4,96008.8,12,15,2,8.007863986182723,0,1,1,7689.7,0.8,39.0,39,0
20.04740136895045,2,116151.0,11,10,2,0.9998643614247023,0,4,0,62.3,1.7,34.0,39,0
33.94715903613961,7,107251.2,5,12,4,3.0029771488223336,2,4,1,44.3,4.0,39.0,39,1
66.05463219633126,4,169718.4,15,9,0,3.9903598964759475,0,3,1,2531.5,1.6,8.9,39,1
38.99184892834903,4,165743.0,9,6,4,3.0060612267352993,1,4,1,31.0,3.2,39.0,0,0
47.96331518851071,4,102281.2,9,9,2,3.992243687627206,3,4,1,60.9,4.2,64.0,39,0
89.99034224675287,4,195944.6,15,7,4,10.005907067461855,0,4,1,29.2,4.2,37.0,39,0
27.98840518950936,4,138416.8,11,5,2,8.007552489679705,5,4,0,32.8,1.2,51.0,39,0
20.03089284126859,4,311033.2,9,14,2,7.998102337703466,0,2,1,67.0,0.2,37.0,39,0
23.971821970172577,7,64108.6,15,9,4,3.9953796129096264,3,2,0,50.3,1.1,18.9,39,0
55.01515364117664,1,123955.6,2,10,4,0.0008183274439073074,0,4,0,14.3,0.2,38.9,39,1
33.961027483234375,4,142247.5,8,9,2,10.005338881985608,4,1,1,38.7,1.9,49.1,39,0
33.03339520417357,4,161118.7,11,6,2,9.999080542814681,3,4,1,8.7,3.6,71.0,30,0
59.01907949914764,4,106669.0,8,7,0,5.9928427896340315,1,2,1,16.3,0.1,47.9,39,0
20.96502308729647,4,504945.1,2,10,2,12.99686191154481,1,4,1,34.2,1.7,38.9,39,0
31.008174420001126,4,152294.9,11,9,4,0.9947012746762169,4,2,1,92.3,0.5,38.9,39,1
23.013900491931146,0,245639.7,2,9,5,11.9997740613768,0,4,1,25.0,3.8,14.0,39,0
40.96869820026275,2,20677.8,9,10,0,7.0016052065009236,1,4,1,48.2,1.5,39.0,39,0
26.04634934447059,6,162350.7,15,9,2,10.99707878451329,3,4,1,6.6,1976.3,38.9,39,0
36.99458827419082,4,115808.0,2,13,4,7.010569223406242,0,2,1,6.9,4.2,35.0,39,0
53.057797151505135,0,377284.9,12,15,0,3.9980212029995026,1,4,1,21.8,3.2,39.0,39,0
50.00455520437413,4,18523.5,1,7,5,3.004681358206447,4,4,0,79.6,2.2,38.9,39,0
50.95318217684108,4,30449.7,12,14,4,8.007498987771049,0,4,0,6800.4,0.9,38.9,39,0
30.973641127146642,7,283792.1,11,9,2,10.993917963797992,1,4,1,2432.3,2.1,34.0,39,0
20.048203872595977,4,146759.6,12,13,0,1.0026935852757815,4,4,0,503.6,2.3,38.9,39,1
35.011682817451806,4,37649.9,11,10,0,1.0022164534234648,1,4,0,15.3,4.3,39.0,39,0
23.01656577498387,4,219470.7,11,14,4,8.001504705138128,3,4,0,20.9,2.9,38.9,39,0
35.013952301852676,4,259811.5,11,10,4,11.999688156649405,0,4,1,81.8,2.8,49.0,0,0
50.04734077908104,1,91542.2,15,10,2,3.9919972719383,0,4,0,80.9,3.4,38.9,39,0
46.989338456643104,1,165112.0,12,7,4,3.998131086428648,1,4,1,44.5,4.3,24.0,39,0
53.01595458081755,5,60461.4,15,9,4,8.001382138771525,1,4,1,19.8,2.7,49.1,39,1
24.971588408082646,0,185280.4,9,8,2,9.997361665697081,4,4,1,96.1,0.8,39.0,39,1
36.050459877550445,4,475539.7,11,10,2,10.00876058879485,4,4,1,50.3,3.1,38.9,39,0
37.96762251822892,4,17544.5,0,15,2,10.00660355835361,3,4,1,77.5,0.8,39.0,39,1
40.05735965996922,4,265668.0,15,10,2,12.998611589032542,1,1,1,98.4,4.3,43.9,39,0
43.009030816899944,4,177916.0,11,10,2,3.003746736999994,2,4,0,55.0,4.0,44.0,39,1
45.98919080777574,4,172914.9,9,10,2,9.99907689585155,0,4,1,25.7,3.2,59.0,11,0
40.06540813738218,4,106314.4,9,9,2,2.999720719344968,5,4,1,42.3,1.1,43.9,39,0
76.95827007307955,4,68750.2,15,9,4,3.99995425466831,4,4,0,19.6,2.1,24.0,39,0
39.03784963245094,4,204852.3,15,9,4,4.000818402287272,1,4,0,20.0,3.0,49.0,39,0
63.00658360476818,6,174935.0,12,9,4,9.999102050988943,3,2,0,2162.6,4.1,39.0,39,0
17.994682992895214,4,161166.7,9,13,4,10.992320106993745,1,4,1,34.0,3.7,39.0,8,0
23.032362649863785,4,116242.5,15,8,0,3.999034822461361,5,4,1,2.9,1.9,38.9,39,0
26.968625280881135,4,94243.1,11,9,4,12.00044018624108,0,4,0,73.0,2.2,45.0,39,0
42.99582275540923,4,248800.1,11,13,4,10.002927719624344,0,0,0,61.4,1.7,39.0,37,0
17.95676606645386,6,202555.5,9,9,6,12.008630846606172,0,4,0,77.6,4.4,38.9,39,0
36.93416937356912,4,196327.3,6,13,2,2.996979699344716,0,4,0,60.5,1.2,39.0,39,0
33.95418069887946,6,459736.2,15,9,2,4.0008243371481,5,4,1,67.0,1.0,49.0,23,1
23.016861060991353,4,65580.0,15,14,4,7.011783707895383,5,4,1,55.3,0.4,49.0,39,1
28.982203260872353,4,277092.6,15,10,3,7.999108562273278,3,4,1,54.3,2.1,44.0,26,0
23.01155038521939,4,70799.7,15,9,2,12.011067448902555,0,4,1,34.2,4.3,1.0,39,0
24.978681076460532,0,230084.9,9,9,0,1.0020431008047819,1,4,1,57.3,1.8,44.0,39,0
40.95626009587984,4,173294.8,6,14,2,7.007406792227956,1,4,1,81.9,1.7,39.0,39,0
29.001149302688958,4,195392.1,8,11,0,9.999518695325015,0,2,1,25.2,2.5,43.9,39,0
72.01891394701106,4,413157.5,15,10,2,7.001643706886482,1,4,0,68.2,1.2,26.0,39,1
31.00848892678573,4,149991.3,5,16,2,4.999976839888202,3,4,0,33.7,2.7,49.0,39,0
26.95473483939091,4,334544.9,12,10,2,10.004992754014294,0,4,1,51.8,0.2,38.9,39,0
23.05038764831955,2,103995.5,11,9,2,0.9945627738744669,4,4,0,84.7,0.9,38.9,39,0
42.011230493037466,4,190630.0,7,14,0,10.009513365325116,4,1,1,85.5,1.8,39.0,39,1
60.06358199159189,4,253343.5,11,9,2,10.00637490891921,0,4,1,19.6,3.1,39.0,39,0
40.02351552945514,6,255181.8,11,15,2,3.9982284188295982,0,4,1,23.0,4.3,39.0,26,0
58.97920342225464,7,309905.9,15,11,2,7.997816995506125,3,4,1,48.8,3.2,71.0,39,0
18.010818830665926,0,394592.4,9,6,2,3.005151430859373,0,4,0,13.3,1.2,49.0,39,1
48.01877398466265,4,88751.0,11,10,2,8.004323122186715,0,2,1,36.5,3.0,49.0,39,0
43.94636558749765,4,167414.7,11,9,2,12.003821599385297,0,4,1,95.1,0.7,38.9,29,0
30.996501617086746,4,99638.7,9,10,4,10.007462042843828,2,4,0,24.9,2.9,39.0,6,1
46.97974455997376,4,81850.7,15,13,2,13.998016757935169,3,4,1,24.6,1.1,38.9,39,0
19.997528158729907,4,235064.2,9,10,2,7.004903144636586,0,4,1,90.3,1.4,43.9,39,1
23.046116509139274,4,132288.6,11,9,4,12.008423625304522,1,4,1,17.1,1601.4,8.9,39,0
44.996216459610956,6,148747.3,15,6,2,9.001460658702541,0,4,1,3804.9,1.4,39.0,39,0
41.00728466671339,2,399494.8,10,2,6,3.0055793734564875,1,4,1,85.1,2.5,38.9,39,1
37.98549762176248,6,143642.1,15,9,2,0.0038246046898828823,0,4,0,85.9,2.3,89.0,39,0
47.97921253986687,7,655883.7,11,2,4,7.011603266567601,3,4,1,7622.8,2.4,18.9,39,0
42.0195007608145,4,142013.8,15,10,2,13.98651458154604,0,4,1,26.4,3.1,49.0,39,0
39.9977770410987,4,128667.3,9,3,3,10.007311726492198,1,2,1,24.6,0.6,38.9,39,0
73.97006887927995,4,36579.1,1,10,0,8.001350751797494,1,4,0,35.7,4.3,39.0,39,0
30.022900989765077,4,204631.0,10,9,3,12.001737695513029,0,4,0,13509.0,1.2,38.9,39,0
30.977612131814404,4,139953.0,8,10,4,3.006455483142288,4,4,1,4308.0,1.2,39.0,39,0
23.025575847062107,0,53307.4,15,6,2,0.009764593959244117,0,1,1,21.3,1.1,49.1,39,1
24.00517978586032,5,243242.7,11,11,0,5.994297866783124,0,4,1,7.5,3.4,14.0,39,0
33.042819181242585,5,161826.9,3,14,2,3.998951482548161,4,4,1,90.8,2.6,39.0,39,1
59.00014124441893,6,244586.8,11,10,4,7.000518126499517,0,4,0,7289.1,4.2,64.1,39,1
20.06309640173091,7,92162.5,15,9,4,10.00890461642787,0,4,0,5013.0,0.6,39.0,39,0
26.02840990959815,4,216020.5,11,10,2,3.9996234610737282,0,2,1,56.5,2.9,27.0,39,1
24.965513094906797,4,283013.9,15,9,5,0.9940248753933645,0,4,1,73.8,2.3,38.9,39,0
29.01708649489838,4,120789.5,11,9,4,7.01334090776522,3,4,1,64.6,1.2,43.9,39,1
23.98484911383524,4,13055.0,11,10,4,3.990443526212779,5,4,0,57.8,1.4,38.9,39,1
29.01648760809873,4,170592.8,11,15,4,3.0053257914498146,0,4,0,27.5,0.5,61.0,39,0
60.99998443376594,4,277471.8,11,11,4,12.00385402368931,4,4,0,95.9,1.6,39.0,39,0
60.99337377117954,4,396610.0,7,10,4,4.999207853023733,0,4,1,16.4,2.1,59.0,39,0
20.968156338343928,6,194500.5,6,9,2,12.00370957465897,4,4,1,28.9,2.9,39.0,39,1
43.95100165731635,4,65005.2,11,8,4,7.00371676236223,0,2,0,28.2,2048.5,39.0,39,0
61.013941691567204,4,211061.6,15,14,2,3.9989658046888223,0,4,1,20.7,3.7,38.9,39,1
31.008249015176233,4,117649.6,0,4,4,3.004605632031774,1,4,0,24.3,0.4,38.9,39,0
26.980129835156834,4,162980.3,11,4,4,3.00126649724732,0,4,1,1.6,4.1,4.0,23,0
24.96253453094247,6,191967.1,14,9,5,12.009053674880949,0,4,1,74.4,1.2,38.9,26,0
30.044180080415263,4,493284.8,11,6,2,5.002917587371683,3,4,1,91.2,1.9,47.0,39,1
23.956601912016325,4,216376.2,5,5,2,3.996720796917929,0,4,1,23.7,0.2,38.9,39,1
26.049497602523246,4,106600.2,15,13,4,7.00352999113362,1,4,0,49.0,1.7,9.0,39,0
46.94820873966915,4,215133.2,0,13,2,8.00381216643586,0,0,1,72.7,0.6,17.0,39,0
36.93585020311126,4,242629.9,12,10,2,5.011360423295299,1,4,1,35.0,3.7,34.0,0,1
43.9961405910411,5,189502.2,11,9,2,10.009898761930673,0,4,1,15071.8,4.0,38.9,39,1
54.00706074472393,4,177935.0,11,9,0,1.0050259914828699,3,3,1,96.0,1.7,54.0,39,1
68.01451686335531,4,40703.4,11,10,2,0.9993429316486626,1,4,1,80.7,0.2,38.9,39,0
62.99280020431547,7,95065.4,1,9,4,1.0047919855872864,3,4,0,41.7,3.0,38.9,39,0
37.97657817996278,4,246377.5,5,9,4,13.00138579616831,1,4,1,70.1,3.1,55.1,39,0
19.00831556374799,4,164039.7,9,9,0,7.012278319477528,4,4,1,39.6,1.1,49.0,39,0
49.01006144637415,4,161363.4,15,9,2,8.001734361900263,1,4,0,76.5,1.1,39.0,39,0
24.95884163364296,4,184427.2,9,10,2,0.008774515827805196,4,2,0,83.6,3.9,39.0,39,0
42.994489285067615,4,105183.1,11,13,2,3.9945956638406392,0,4,1,11.6,1.5,41.0,39,0
19.999548411501394,4,86118.8,15,12,2,3.9925509928000134,1,4,1,99935.8,2.3,39.0,0,0
40.973673750355616,4,185156.5,15,5,0,10.006308862392023,0,4,1,2228.0,0.8,39.0,39,0
43.962047544527735,4,112493.5,15,4,5,0.01355064455258681,0,4,1,39.1,2.7,28.9,39,0
44.96881428766807,4,154327.9,11,9,4,7.011987721502051,1,4,0,2.5,4.4,39.0,39,0
26.002312611843593,4,198464.3,15,5,4,8.999633300205556,3,4,0,33.7,1.8,55.0,39,0
32.02426457642552,4,316821.8,8,10,0,12.003637165147023,0,2,1,20.9,2.5,49.1,39,0
56.961439646518684,4,90813.9,12,10,2,8.006869687019735,3,4,0,84.4,4.2,39.0,39,0
23.988904266601416,4,105991.1,9,9,4,0.006522144753712489,1,4,1,15.6,0.2,39.0,39,0
25.021628911831506,4,152915.7,11,14,3,0.9974583930840799,4,4,0,3.3,0.1,9.0,39,1
37.97244609551283,4,172709.7,12,10,4,1.000901506775226,3,4,1,38.8,0.7,38.9,39,0
30.046879054157966,4,259651.6,11,13,4,0.0012108262239287626,1,0,1,15007.9,3.5,59.0,39,1
41.00300224387937,4,197251.1,11,9,0,9.996841518804986,0,4,0,59.1,2.3,14.0,39,1
18.989695254554455,4,126977.2,11,9,2,3.9951445109189305,0,4,1,3.9,1670.5,39.0,11,0
66.00612971384365,4,171133.0,15,14,2,7.004427588645791,1,4,1,72.3,1901.8,39.0,39,0
44.99911063087854,2,135850.9,9,13,0,11.999989404217132,0,4,1,4608.9,3.5,39.0,39,0
49.030986275073104,4,147520.5,5,9,2,0.011272435324177543,0,2,1,3126.2,2.4,38.9,39,0
20.05243362565718,4,187150.2,1,10,4,4.000967223428685,3,4,0,93.2,4.0,49.0,39,0
38.982648172582145,4,108415.3,15,9,2,10.00033547456451,1,4,1,83.9,1.8,49.1,39,0
22.03381685043443,4,188325.7,7,9,2,3.995683580899545,1,4,1,86.9,2374.5,59.0,39,0
48.992403235481575,2,392703.3,0,15,4,1.0077839244871845,0,4,1,51.1,4.1,39.0,39,0
22.017022838367996,4,143545.2,11,9,5,0.0025102221504038624,4,4,1,42.5,1.7,39.0,39,0
19.03423768358132,4,26431.7,7,9,2,7.99979429332584,3,2,1,50.6,2.0,39.0,39,1
66.97310904979322,4,183234.3,11,9,2,6.002052215842665,1,4,1,17.4,0.9,43.9,39,1
26.960748100528832,4,229849.7,9,9,2,12.007537843474758,3,2,1,77.1,3.3,19.0,39,0
50.05822465035976,7,297052.3,11,10,2,10.005691725827662,0,4,1,49.7,2.6,39.0,39,0
30.03656908000567,4,305943.5,11,9,2,12.00195328697969,0,4,0,76.9,4.3,49.0,39,1
21.99701976809147,7,149930.4,11,9,2,11.99817884675096,1,4,1,54.4,3.8,34.0,39,0
53.98928978974132,4,110351.8,15,9,4,10.000374326561573,4,2,0,78.2,3.0,44.0,39,0
35.02901560902464,6,427703.8,15,9,4,9.996993682603122,0,4,1,49.1,0.6,37.0,39,0
30.014786188949582,4,71926.5,1,9,2,5.008608308028972,1,4,0,93.4,3.8,28.9,39,1
29.018494016208788,4,308787.9,0,14,2,1.0046386371815759,1,4,1,9.8,4.3,38.9,39,1
20.98970338646138,4,131765.0,4,11,2,3.008066918997514,4,4,1,57.6,3.7,38.9,39,0
34.95923749274737,1,66621.8,11,10,4,7.997303864771755,3,4,1,1.5,2.1,19.0,39,0
35.00591129116707,0,233788.7,8,9,5,10.005979679274255,0,4,1,44.1,2.7,39.0,39,0
56.93213678908185,2,328936.5,11,3,4,12.003452321591741,0,4,1,88.9,2.5,38.9,39,1
46.02908361122339,4,107797.7,9,11,2,7.999131493889737,3,4,1,32.3,4.3,49.1,39,0
19.016822428670054,6,269938.9,11,9,2,9.99906748554667,5,2,1,49.3,2.4,39.0,39,0
37.958019613252745,4,179820.9,9,9,2,5.996904493426563,0,4,1,11.6,3.5,39.0,39,1
33.045248986683106,6,124625.6,9,8,2,3.993261654913552,0,4,1,53.5,3.7,39.0,0,1
51.98871796337983,4,138575.5,12,13,2,3.992154618683572,0,2,0,20.5,2.8,39.0,39,0
27.996076461464924,2,273483.4,1,10,2,3.9978673847763933,5,4,0,74.1,4.0,39.0,39,0
43.055181409333045,2,146266.0,9,13,2,8.006422472409058,2,4,1,13.8,1.3,49.1,39,0
73.95854486819822,4,233243.5,11,10,0,3.994845448847856,0,4,1,78.9,3.9,89.1,39,0
60.017351934428675,2,108572.4,14,9,0,1.0064951542324447,1,4,1,6.2,2.8,36.0,39,0
18.974104344049618,2,201004.6,12,10,4,13.993571410364932,1,4,1,28.0,0.4,28.9,39,0
26.042572301216,4,82273.5,15,9,2,12.010168404758964,1,4,0,28.7,1.0,14.0,39,0
39.03725610014783,4,28089.8,11,9,4,0.9945855360148039,2,4,0,13.0,3.8,39.0,39,0
30.000572524054355,4,21947.1,12,9,2,7.012659032789979,3,4,0,89.0,0.9,18.9,39,1
53.971887198468224,4,138593.2,15,13,2,13.989966120361952,0,4,0,18.2,0.5,38.9,39,0
56.939911149003066,4,19032.1,9,9,4,0.003242237483408239,1,4,1,16.7,1.8,39.0,39,0
58.98093503783541,6,299182.0,0,9,2,1.005414514400762,5,4,1,76.1,0.9,39.0,39,0
56.96422344625706,4,169945.1,11,10,2,3.007590495635024,4,4,1,15822.1,2.2,38.9,39,0
46.05092748499972,4,67531.3,12,10,4,3.997787460472736,0,3,1,81.7,0.1,19.0,39,0
19.035456141223268,4,84073.2,7,13,2,8.992850894753506,0,4,0,36.8,4.1,39.0,39,0
40.04901818125697,7,91843.0,14,10,0,3.996663941061755,4,4,1,47.5,2.4,59.0,39,0
21.97664645644145,4,53111.5,5,10,2,8.001550185441658,3,4,1,13.6,4.3,39.0,39,0
56.00076127599368,4,152893.9,9,9,4,0.00185301427837814,3,4,1,14.3,3.9,54.0,39,0
50.984651036811194,4,191224.1,3,15,4,0.013351584636318137,0,4,1,20.2,4.1,49.1,39,0
53.058942150336165,4,8875.4,15,13,4,1.0017820879324466,1,4,1,2174.0,0.3,38.9,39,0
21.0028366530299,4,198120.2,15,4,5,12.008699046242,1,2,0,6.7,0.9,31.0,39,1
49.00626585745351,4,169381.4,15,2,2,3.0063110010879406,0,4,1,34.6,0.8,11.0,8,0
40.99723124172859,4,63659.8,11,6,2,8.0074037555075,0,2,1,98.0,1.5,39.0,39,0
23.026078067417757,4,304236.9,15,9,0,13.002456018595172,1,4,1,11.1,0.2,33.9,39,0
36.02266941402232,4,219540.6,15,15,4,11.999501259601491,5,4,0,5.1,0.6,43.9,8,0
44.98026484258933,1,278008.3,1,10,2,1.004946614629481,0,0,1,23.1,4.1,36.0,39,0
33.96222895827066,4,98972.3,12,9,2,8.006997162974072,0,1,0,3.6,0.1,39.0,39,0
33.015114980245144,4,191450.5,15,13,0,3.0076023210916962,1,2,1,59.1,1.5,39.0,39,0
33.966372128432944,4,19911.8,15,10,4,11.998104410271345,0,4,0,65.0,3.4,44.0,39,0
80.0595347811348,4,154155.6,11,10,2,3.0049742322276467,0,2,1,95.0,4.1,34.0,39,0
30.985965359569363,4,161181.7,12,10,0,3.9923155683137668,4,4,1,39.9,0.8,59.0,39,1
30.03425085478427,4,103781.4,11,13,6,7.00392004887204,0,4,1,34.3,4.0,39.0,39,0
59.04500640662502,7,69906.5,11,13,2,13.001926551511026,4,4,1,25.6,2.3,49.0,0,0
50.98427216460736,4,188166.5,11,9,4,1.00256231642601,1,2,1,63.3,2.5,29.0,39,0
45.98282945104389,4,195951.8,15,15,2,8.006213981405534,1,4,1,31.4,4.0,42.0,39,0
27.986386541576728,4,314040.0,15,9,2,10.000320386854458,4,4,1,21.9,2.9,38.9,39,0
23.950086441983615,4,333373.7,11,4,0,10.00402054385577,1,4,1,30.1,2.6,38.9,39,0
50.068117929178634,4,85078.7,9,9,0,7.008421229837241,0,4,1,34.9,3.9,39.0,39,1
37.996090255728156,4,42520.2,1,10,2,7.995280964448715,2,4,1,98.4,2.0,44.0,39,0
27.978768039534682,4,420697.5,0,11,4,12.009840006607071,0,4,0,67.0,2.3,71.0,39,0
52.99720253055522,7,9655.9,12,3,4,10.00391743780436,4,4,1,66.8,2.4,39.0,39,1
17.98702115433643,4,272224.2,9,10,2,3.000155119425839,0,4,1,77.0,2.8,23.0,39,0
41.973015838399405,4,171202.6,15,13,2,4.9982101554596525,0,4,1,99.7,3.8,59.1,39,0
